Estación : IÑAPARI
Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/08/01,00:00,20.8,0.0,93,120,0.0
2024/08/01,01:00,20.5,0.0,95,163,0.3
2024/08/01,02:00,19.6,0.0,95,265,0.6
2024/08/01,03:00,19.6,0.0,97,245,0.0
2024/08/01,04:00,19.1,0.0,96,297,0.1
2024/08/01,05:00,18.7,0.0,97,223,1.8
2024/08/01,06:00,18.4,0.0,98,260,0.3
2024/08/01,07:00,19.8,0.0,96,234,0.1
2024/08/01,08:00,23.8,0.0,84,74,0.2
2024/08/01,09:00,28.8,0.0,69,359,0.9
2024/08/01,10:00,31.2,0.0,60,282,2.1
2024/08/01,11:00,34.3,0.0,46,315,4.5
2024/08/01,12:00,35.9,0.0,40,358,3.5
2024/08/01,13:00,35.4,0.0,38,330,5.0
2024/08/01,14:00,36.1,0.0,37,353,4.6
2024/08/01,15:00,35.8,0.0,36,340,3.0
2024/08/01,16:00,35.0,0.0,38,311,4.5
2024/08/01,17:00,33.2,0.0,42,315,2.7
2024/08/01,18:00,28.7,0.0,59,287,0.0
2024/08/01,19:00,25.8,0.0,72,88,0.0
2024/08/01,20:00,24.1,0.0,79,88,0.0
2024/08/01,21:00,22.7,0.0,84,275,1.7
2024/08/01,22:00,22.8,0.0,85,102,0.3
2024/08/01,23:00,21.5,0.0,90,216,0.6
2024/08/02,00:00,20.9,0.0,92,155,0.4
2024/08/02,01:00,20.5,0.0,91,316,0.1
2024/08/02,02:00,20.0,0.0,94,42,0.2
2024/08/02,03:00,19.6,0.0,95,207,0.0
2024/08/02,04:00,19.2,0.0,96,222,0.8
2024/08/02,05:00,19.2,0.0,95,192,0.0
2024/08/02,06:00,19.2,0.0,95,269,0.0
2024/08/02,07:00,20.4,0.0,93,242,0.0
2024/08/02,08:00,24.7,0.0,79,258,1.5
2024/08/02,09:00,29.2,0.0,67,279,3.2
2024/08/02,10:00,32.3,0.0,55,321,4.3
2024/08/02,11:00,33.1,0.0,52,298,7.5
2024/08/02,12:00,34.1,0.0,47,338,7.0
2024/08/02,13:00,35.0,0.0,46,348,4.1
2024/08/02,14:00,35.9,0.0,41,317,5.2
2024/08/02,15:00,34.9,0.0,43,323,4.3
2024/08/02,16:00,34.7,0.0,42,311,4.7
2024/08/02,17:00,33.1,0.0,47,298,3.9
2024/08/02,18:00,29.8,0.0,61,321,0.4
2024/08/02,19:00,27.1,0.0,72,79,0.4
2024/08/02,20:00,25.0,0.0,80,251,1.7
2024/08/02,21:00,24.6,0.0,82,225,0.0
2024/08/02,22:00,23.6,0.0,86,60,0.0
2024/08/02,23:00,22.9,0.0,89,223,0.3
2024/08/03,00:00,22.3,0.0,91,304,0.0
2024/08/03,01:00,21.8,0.0,93,204,0.0
2024/08/03,02:00,21.2,0.0,94,246,0.1
2024/08/03,03:00,21.1,0.0,95,209,0.1
2024/08/03,04:00,21.3,0.0,94,188,0.1
2024/08/03,05:00,21.5,0.0,94,157,0.5
2024/08/03,06:00,21.2,0.0,95,177,0.7
2024/08/03,07:00,22.4,0.0,91,288,0.4
2024/08/03,08:00,26.9,0.0,78,282,1.2
2024/08/03,09:00,31.1,0.0,62,317,4.5
2024/08/03,10:00,32.4,0.0,56,293,7.8
2024/08/03,11:00,34.4,0.0,48,311,5.4
2024/08/03,12:00,34.4,0.0,46,304,6.2
2024/08/03,13:00,34.8,0.0,45,303,6.9
2024/08/03,14:00,36.8,0.0,38,318,5.7
2024/08/03,15:00,35.6,0.0,41,296,6.0
2024/08/03,16:00,35.4,0.0,40,297,6.0
2024/08/03,17:00,34.5,0.0,44,309,2.0
