Estación : IÑAPARI
Departamento :,MADRE DE DIOS,Provincia :,TAHUAMANU,Distrito :,IÑAPARI
Latitud :,10°57'21.2'',Longitud :,69°34'40.7'',Altitud :,245 msnm.
Tipo :,EAMA - Meteorológica,Código :,472587E0
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/09/01,07:00,22.6,0.0,93,132,0.0
2025/09/01,08:00,24.8,0.0,84,37,0.4
2025/09/01,09:00,27.1,0.0,75,102,0.5
2025/09/01,10:00,31.3,0.0,63,354,1.7
2025/09/01,11:00,34.5,0.0,44,339,4.0
2025/09/01,12:00,35.2,0.0,42,323,3.5
2025/09/01,13:00,36.5,0.0,39,348,2.7
2025/09/01,14:00,37.1,0.0,37,303,1.4
2025/09/01,15:00,34.7,0.0,44,191,1.3
2025/09/01,16:00,33.5,
