Estación : NARANJITO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°49'10.85'',Longitud :,78°16'33.54'',Altitud :,500 msnm.
Tipo :,EHA - Hidrológica,Código :,220907
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2023/03/01,00:00,4.67,0.0
2023/03/01,01:00,4.66,0.0
2023/03/01,02:00,4.66,0.0
2023/03/01,03:00,4.66,0.0
2023/03/01,04:00,4.65,0.0
2023/03/01,05:00,4.61,0.0
2023/03/01,06:00,4.60,0.0
2023/03/01,07:00,4.58,0.0
2023/03/01,08:00,4.59,0.0
2023/03/01,09:00,4.60,0.0
2023/03/01,10:00,4.63,0.0
2023/03/01,11:00,4.65,0.0
2023/03/01,12:00,4.65,0.0
2023/03/01,13:00,4.69,0.0
2023/03/01,14:00,4.73,0.0
2023/03/01,15:00,4.73,0.0
2023/03/01,16:00,4.73,0.0
2023/03/01,17:00,4.74,0.7
2023/03/01,18:00,4.74,0.2
2023/03/01,19:00,4.77,0.9
2023/03/01,20:00,4.82,0.3
2023/03/01,21:00,4.87,0.0
2023/03/01,22:00,4.92,0.0
2023/03/01,23:00,4.98,0.0
2023/03/02,00:00,4.98,0.0
2023/03/02,01:00,4.97,0.0
2023/03/02,02:00,4.94,0.0
2023/03/02,03:00,4.94,0.0
2023/03/02,04:00,4.91,0.0
2023/03/02,05:00,4.87,0.0
2023/03/02,06:00,4.84,0.0
2023/03/02,07:00,4.79,0.0
2023/03/02,08:00,4.76,0.0
2023/03/02,09:00,4.69,0.0
2023/03/02,10:00,4.66,0.0
2023/03/02,11:00,4.64,0.0
2023/03/02,12:00,4.59,0.0
2023/03/02,13:00,4.57,0.0
2023/03/02,14:00,4.56,0.0
2023/03/02,15:00,4.55,0.0
2023/03/02,16:00,4.54,0.0
2023/03/02,17:00,4.51,0.0
2023/03/02,18:00,4.49,0.0
2023/03/02,19:00,4.50,0.3
2023/03/02,20:00,4.47,1.1
2023/03/02,21:00,4.47,0.6
2023/03/02,22:00,4.50,0.0
2023/03/02,23:00,4.55,0.0
2023/03/03,00:00,4.57,0.0
2023/03/03,01:00,4.55,0.0
2023/03/03,02:00,4.54,0.0
2023/03/03,03:00,4.52,0.0
2023/03/03,04:00,4.51,0.0
2023/03/03,05:00,4.51,0.0
2023/03/03,06:00,4.48,0.1
2023/03/03,07:00,4.46,0.0
2023/03/03,08:00,4.46,1.5
2023/03/03,09:00,4.43,0.3
2023/03/03,10:00,4.42,0.0
2023/03/03,11:00,4.43,0.0
2023/03/03,12:00,4.41,0.0
2023/03/03,13:00,4.42,0.0
2023/03/03,14:00,4.44,0.0
2023/03/03,15:00,4.42,0.0
2023/03/03,16:00,4.39,0.0
2023/03/03,17:00,4.43,0.0
2023/03/03,18:00,4.46,0.0
2023/03/03,19:00,4.48,0.0
2023/03/03,20:00,4.46,0.0
2023/03/03,21:00,4.44,0.0
2023/03/03,22:00,4.48,0.0
2023/03/03,23:00,4.55,0.0
2023/03/04,00:00,4.52,0.0
2023/03/04,01:00,4.50,0.0
2023/03/04,02:00,4.51,0.0
2023/03/04,03:00,4.48,0.0
2023/03/04,04:00,4.48,0.0
2023/03/04,05:00,4.47,0.0
2023/03/04,06:00,4.48,0.0
2023/03/04,07:00,4.47,0.0
2023/03/04,08:00,4.45,0.0
2023/03/04,09:00,4.44,0.0
2023/03/04,10:00,4.44,0.0
2023/03/04,11:00,4.40,0.0
2023/03/04,12:00,4.42,0.0
2023/03/04,13:00,4.40,0.0
2023/03/04,14:00,4.38,0.0
2023/03/04,15:00,4.41,0.0
2023/03/04,16:00,4.39,0.0
2023/03/04,17:00,4.41,0.0
2023/03/04,18:00,4.42,5.0
