Estación : NARANJITO
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°49'10.85'',Longitud :,78°16'33.54'',Altitud :,500 msnm.
Tipo :,EHA - Hidrológica,Código :,220907
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/04/01,00:00,3.44,0.0
2024/04/01,11:00,3.46,0.0
2024/04/01,12:00,3.43,0.0
2024/04/01,13:00,3.45,0.0
2024/04/01,14:00,3.44,0.0
2024/04/01,15:00,3.43,0.0
2024/04/01,16:00,3.43,0.0
2024/04/01,17:00,3.43,0.0
2024/04/01,18:00,3.46,0.0
2024/04/01,19:00,3.46,0.0
2024/04/01,20:00,3.47,0.0
2024/04/01,21:00,3.50,0.0
2024/04/01,22:00,3.50,0.0
2024/04/01,23:00,3.51,0.0
2024/04/02,00:00,3.50,0.0
2024/04/02,01:00,3.50,0.0
2024/04/02,02:00,3.50,0.1
2024/04/02,03:00,3.49,0.1
2024/04/02,04:00,3.49,0.0
2024/04/02,05:00,3.48,0.0
2024/04/02,06:00,3.48,0.0
2024/04/02,07:00,3.47,0.0
2024/04/02,08:00,3.45,0.0
2024/04/02,09:00,3.44,0.0
2024/04/02,10:00,3.43,0.0
2024/04/02,11:00,3.47,0.0
2024/04/02,12:00,3.44,0.0
2024/04/02,13:00,3.44,0.0
2024/04/02,14:00,3.49,0.0
2024/04/02,15:00,3.48,0.0
2024/04/02,16:00,3.48,0.0
2024/04/02,17:00,3.48,0.9
2024/04/02,18:00,3.59,0.0
2024/04/02,19:00,3.68,0.0
2024/04/02,20:00,3.84,0.0
2024/04/02,21:00,3.96,0.0
2024/04/02,22:00,3.95,0.0
2024/04/02,23:00,3.87,0.0
2024/04/03,00:00,3.81,0.0
2024/04/03,01:00,3.77,0.0
2024/04/03,02:00,3.73,0.0
2024/04/03,03:00,3.76,0.0
2024/04/03,04:00,3.74,0.1
2024/04/03,05:00,3.71,0.2
2024/04/03,06:00,3.68,0.2
2024/04/03,07:00,3.70,0.0
2024/04/03,08:00,3.65,0.0
2024/04/03,09:00,3.65,0.0
2024/04/03,10:00,3.66,0.0
2024/04/03,11:00,3.66,0.0
2024/04/03,12:00,3.66,0.0
2024/04/03,13:00,3.63,0.0
2024/04/03,14:00,3.63,0.0
2024/04/03,15:00,3.65,0.0
2024/04/03,16:00,3.61,0.0
2024/04/03,17:00,3.68,0.1
2024/04/03,18:00,3.64,0.0
2024/04/03,19:00,3.64,0.0
2024/04/03,20:00,3.69,0.0
2024/04/03,21:00,3.85,0.0
2024/04/03,22:00,3.87,0.0
2024/04/03,23:00,3.89,0.0
2024/04/04,00:00,3.83,0.0
2024/04/04,01:00,3.79,0.0
2024/04/04,02:00,3.75,0.0
2024/04/04,03:00,3.73,0.0
2024/04/04,04:00,3.71,0.0
2024/04/04,05:00,3.70,0.0
2024/04/04,06:00,3.69,0.0
2024/04/04,07:00,3.71,0.0
2024/04/04,08:00,3.73,0.0
2024/04/04,09:00,3.73,0.0
2024/04/04,10:00,3.71,0.0
2024/04/04,11:00,3.69,0.0
2024/04/04,12:00,3.69,0.0
2024/04/04,13:00,3.67,0.0
2024/04/04,14:00,3.62,0.0
