Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-04-01,10.10,10.11,10.11,10.12,10.11
2020-04-02,10.14,10.15,10.16,10.18,10.16
2020-04-03,10.21,10.22,10.24,10.25,10.23
2020-04-04,10.31,10.32,10.33,10.34,10.33
2020-04-05,10.39,10.41,10.43,10.44,10.42
2020-04-06,10.53,10.55,10.57,10.59,10.56
2020-04-07,10.67,10.70,10.72,10.74,10.71
2020-04-08,10.79,10.80,10.81,10.85,10.81
2020-04-09,10.90,10.92,10.94,10.94,10.93
2020-04-10,10.99,10.99,11.01,11.02,11.00
2020-04-11,11.05,11.07,11.09,11.10,11.08
2020-04-12,11.15,11.16,11.17,11.19,11.17
2020-04-13,11.21,11.22,11.23,11.23,11.22
2020-04-14,11.27,11.28,11.29,11.29,11.28
2020-04-15,11.31,11.32,11.33,11.33,11.32
2020-04-16,11.37,11.38,11.39,11.40,11.39
2020-04-17,11.47,11.48,11.49,11.50,11.49
2020-04-18,11.51,11.52,11.53,11.53,11.52
2020-04-19,11.54,11.54,11.55,11.55,11.55
2020-04-20,11.56,11.56,11.56,11.56,11.56
2020-04-21,11.56,11.57,11.57,11.57,11.57
2020-04-22,11.58,11.58,11.58,11.58,11.58
2020-04-23,11.58,11.58,11.58,11.58,11.58
2020-04-24,11.57,11.57,11.56,11.56,11.57
2020-04-25,11.54,11.53,11.52,11.51,11.53
2020-04-26,11.48,11.47,11.45,11.44,11.46
2020-04-27,11.38,11.36,11.34,11.32,11.35
2020-04-28,11.25,11.23,11.21,11.20,11.22
2020-04-29,11.14,11.12,11.10,11.08,11.11
2020-04-30,11.04,11.03,11.02,11.01,11.03
