Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-05-01,14.02,14.03,14.03,14.04,14.03
2025-05-02,14.03,14.03,14.03,14.03,14.03
2025-05-03,14.03,14.03,14.03,14.03,14.03
2025-05-04,14.02,14.02,14.02,14.02,14.02
2025-05-05,14.02,14.02,14.02,14.02,14.02
2025-05-06,14.02,14.02,14.01,14.01,14.02
2025-05-07,13.99,13.98,13.97,13.96,13.98
2025-05-08,13.96,13.96,13.96,13.96,13.96
2025-05-09,13.93,13.92,13.92,13.92,13.92
2025-05-10,13.91,13.91,13.91,13.91,13.91
2025-05-11,13.89,13.89,13.89,13.98,13.91
2025-05-12,13.88,13.87,13.86,13.86,13.87
2025-05-13,13.82,13.82,13.82,13.82,13.82
2025-05-14,13.79,13.78,13.78,13.78,13.78
2025-05-15,13.77,13.76,13.76,13.76,13.76
2025-05-16,13.85,13.75,13.75,13.75,13.78
2025-05-17,13.85,13.75,13.75,13.75,13.78
2025-05-18,13.74,13.73,13.73,13.73,13.73
2025-05-19,13.71,13.71,13.71,13.71,13.71
2025-05-20,13.75,13.75,13.75,13.74,13.75
2025-05-21,13.71,13.71,13.70,13.69,13.70
2025-05-22,13.66,13.66,13.65,13.65,13.66
2025-05-23,13.63,13.63,13.63,13.63,13.63
2025-05-24,13.61,13.60,13.60,13.59,13.60
2025-05-25,13.57,13.57,13.56,13.56,13.57
2025-05-26,13.55,13.54,13.54,13.54,13.54
2025-05-27,13.53,13.52,13.52,13.51,13.52
2025-05-28,13.49,13.48,13.48,13.18,13.41
2025-05-29,13.45,13.45,13.45,13.44,13.45
2025-05-30,13.42,13.41,13.41,13.40,13.41
2025-05-31,13.37,13.37,13.37,13.36,13.37
