Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-10-01,6.06,6.01,5.96,5.93,5.99
2021-10-02,5.77,5.70,5.67,5.63,5.69
2021-10-03,5.52,5.46,5.44,5.42,5.46
2021-10-04,5.36,5.35,5.35,5.34,5.35
2021-10-05,5.40,5.40,5.36,5.36,5.38
2021-10-06,5.36,5.34,5.32,5.30,5.33
2021-10-07,5.21,5.19,5.17,5.15,5.18
2021-10-08,5.11,5.11,5.11,5.12,5.11
2021-10-09,5.22,5.29,5.37,5.45,5.33
2021-10-10,5.75,5.84,5.98,6.07,5.91
2021-10-11,6.30,6.37,6.44,6.47,6.40
2021-10-12,6.54,6.55,6.55,6.54,6.55
2021-10-13,6.51,6.50,6.48,6.44,6.48
2021-10-14,6.40,6.40,6.40,6.39,6.40
2021-10-15,6.39,6.39,6.40,6.41,6.40
2021-10-16,6.43,6.44,6.44,6.44,6.44
2021-10-17,6.41,6.40,6.39,6.38,6.40
2021-10-18,6.28,6.25,6.22,6.18,6.23
2021-10-19,6.09,6.06,6.04,6.04,6.06
2021-10-20,6.02,6.02,6.02,5.99,6.01
2021-10-21,5.99,5.98,5.98,5.98,5.98
2021-10-22,6.01,6.04,6.10,6.15,6.08
2021-10-23,6.35,6.45,6.55,6.63,6.50
2021-10-24,6.87,6.98,7.04,7.11,7.00
2021-10-25,7.20,7.21,7.23,7.23,7.22
2021-10-26,7.28,7.28,7.25,7.24,7.26
2021-10-27,7.21,7.18,7.17,7.15,7.18
2021-10-28,7.16,7.18,7.21,7.22,7.19
2021-10-29,7.42,7.48,7.54,7.59,7.51
2021-10-30,7.67,7.69,7.68,7.68,7.68
2021-10-31,7.64,7.61,7.60,7.59,7.61
