Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-08-01,8.05,8.03,8.01,7.98,8.02
2020-08-02,7.90,7.86,7.85,7.85,7.87
2020-08-03,7.85,7.87,7.88,7.90,7.88
2020-08-04,7.99,8.03,8.07,8.10,8.05
2020-08-05,8.15,8.16,8.17,8.17,8.16
2020-08-06,8.10,8.05,8.02,7.98,8.04
2020-08-07,7.82,7.76,7.72,7.68,7.75
2020-08-08,7.51,7.46,7.41,7.35,7.43
2020-08-09,7.18,7.13,7.08,7.03,7.11
2020-08-10,6.87,6.82,6.77,6.72,6.80
2020-08-11,6.61,6.58,6.55,6.53,6.57
2020-08-12,6.49,6.47,6.45,6.43,6.46
2020-08-13,6.38,6.34,6.30,6.26,6.32
2020-08-14,6.13,6.07,6.01,5.97,6.05
2020-08-15,5.81,5.76,5.71,5.66,5.74
2020-08-16,5.52,5.48,5.44,5.42,5.47
2020-08-17,5.35,5.33,5.31,5.31,5.33
2020-08-18,5.26,5.24,5.23,5.21,5.24
2020-08-19,5.17,5.15,5.13,5.12,5.14
2020-08-20,5.07,5.04,5.01,4.99,5.03
2020-08-21,4.97,4.94,4.93,4.92,4.94
2020-08-22,4.88,4.86,4.86,4.85,4.86
2020-08-23,4.81,4.81,4.82,4.83,4.82
2020-08-24,4.90,4.96,5.03,5.08,4.99
2020-08-25,5.23,5.38,5.43,5.54,5.40
2020-08-26,5.64,5.66,5.68,5.70,5.67
2020-08-27,5.70,5.69,5.68,5.66,5.68
2020-08-28,5.60,5.57,5.54,5.51,5.56
2020-08-29,5.44,5.40,5.35,5.30,5.37
2020-08-30,5.23,5.19,5.16,5.18,5.19
2020-08-31,4.99,4.95,4.90,4.86,4.93
