Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2022-05-01,13.28,13.28,13.29,13.29,13.29
2022-05-02,13.29,13.28,13.28,13.27,13.28
2022-05-03,13.27,13.27,13.26,13.26,13.27
2022-05-04,13.26,13.25,13.25,13.25,13.25
2022-05-05,13.25,13.24,13.24,13.24,13.24
2022-05-06,13.23,13.22,13.21,13.21,13.22
2022-05-07,13.19,13.18,13.18,13.18,13.18
2022-05-08,13.16,13.15,13.14,13.13,13.15
2022-05-09,13.10,13.09,13.09,13.09,13.09
2022-05-10,13.08,13.07,13.07,13.07,13.07
2022-05-11,13.07,13.06,13.06,13.05,13.06
2022-05-12,13.02,13.01,13.01,12.99,13.01
2022-05-13,12.97,12.95,12.94,12.94,12.95
2022-05-14,12.90,12.88,12.87,12.87,12.88
2022-05-15,12.83,12.81,12.80,12.79,12.81
2022-05-16,12.76,12.76,12.74,12.73,12.75
2022-05-17,12.73,12.73,12.73,12.72,12.73
2022-05-18,12.71,12.71,12.70,12.69,12.70
2022-05-19,12.66,12.66,12.65,12.65,12.66
2022-05-20,12.63,12.62,12.62,12.62,12.62
2022-05-21,12.61,12.60,12.59,12.58,12.60
2022-05-22,12.57,12.57,12.57,12.57,12.57
2022-05-23,12.56,12.55,12.55,12.54,12.55
2022-05-24,12.52,12.52,12.52,12.52,12.52
2022-05-25,12.52,12.52,12.51,12.51,12.52
2022-05-26,12.51,12.50,12.49,12.49,12.50
2022-05-27,12.49,12.49,12.49,12.49,12.49
2022-05-28,12.48,12.47,12.46,12.46,12.47
2022-05-29,12.45,12.45,12.44,12.44,12.45
2022-05-30,12.43,12.43,12.43,12.42,12.43
2022-05-31,12.42,12.41,12.41,12.41,12.41
