Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-01-01,11.03,11.06,11.06,11.07,11.06
2024-01-02,11.10,11.12,11.12,11.13,11.12
2024-01-03,11.14,11.16,11.16,11.17,11.16
2024-01-04,11.18,11.20,11.20,11.20,11.20
2024-01-05,11.20,11.20,11.21,11.21,11.21
2024-01-06,11.21,11.20,11.20,11.19,11.20
2024-01-07,11.16,11.16,11.15,11.15,11.16
2024-01-08,11.12,11.11,11.11,11.10,11.11
2024-01-09,11.12,11.11,11.10,11.09,11.11
2024-01-10,11.07,11.06,11.06,11.04,11.06
2024-01-11,11.02,11.02,10.98,10.96,11.00
2024-01-12,10.94,10.92,10.90,10.88,10.91
2024-01-13,10.83,10.80,10.77,10.75,10.79
2024-01-14,10.68,10.65,10.64,10.63,10.65
2024-01-15,10.55,10.53,10.50,10.48,10.52
2024-01-16,10.44,10.42,10.39,10.38,10.41
2024-01-17,10.36,10.35,10.35,10.34,10.35
2024-01-18,10.29,10.29,10.29,10.29,10.29
2024-01-19,10.37,10.40,10.42,10.44,10.41
2024-01-20,10.52,10.57,10.60,10.61,10.58
2024-01-21,10.68,10.70,10.72,10.74,10.71
2024-01-22,10.79,10.82,10.84,10.83,10.82
2024-01-23,10.91,10.93,10.94,10.95,10.93
2024-01-24,10.99,11.01,11.03,11.06,11.02
2024-01-25,11.08,11.10,11.12,11.12,11.11
2024-01-26,11.15,11.16,11.17,11.18,11.17
2024-01-27,11.18,11.18,11.18,11.18,11.18
2024-01-28,11.18,11.18,11.18,11.16,11.18
2024-01-29,11.14,11.13,11.12,11.12,11.13
2024-01-30,11.04,11.02,10.99,10.97,11.01
2024-01-31,10.92,10.88,10.87,10.85,10.88
