Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-05-01,10.99,10.98,10.98,10.97,10.98
2020-05-02,10.94,10.92,10.90,10.89,10.91
2020-05-03,10.84,10.84,10.83,10.81,10.83
2020-05-04,10.74,10.73,10.72,10.71,10.73
2020-05-05,10.70,10.70,10.70,10.71,10.70
2020-05-06,10.75,10.76,10.77,10.79,10.77
2020-05-07,10.83,10.85,10.87,10.89,10.86
2020-05-08,11.02,11.05,11.06,11.07,11.05
2020-05-09,11.10,11.10,11.11,11.11,11.11
2020-05-10,11.13,11.14,11.14,11.14,11.14
2020-05-11,11.15,11.16,11.16,11.17,11.16
2020-05-12,11.18,11.18,11.19,11.20,11.19
2020-05-13,11.21,11.21,11.21,11.21,11.21
2020-05-14,11.23,11.23,11.23,11.23,11.23
2020-05-15,11.26,11.26,11.27,11.28,11.27
2020-05-16,11.30,11.31,11.32,11.32,11.31
2020-05-17,11.32,11.32,11.32,11.32,11.32
2020-05-18,11.31,11.31,11.30,11.30,11.31
2020-05-19,11.29,11.28,11.28,11.27,11.28
2020-05-20,11.26,11.26,11.27,11.28,11.27
2020-05-21,11.26,11.26,11.25,11.24,11.25
2020-05-22,11.22,11.21,11.21,11.20,11.21
2020-05-23,11.17,11.16,11.15,11.14,11.16
2020-05-24,11.10,11.09,11.08,11.07,11.09
2020-05-25,11.03,11.01,10.99,10.98,11.00
2020-05-26,10.95,10.94,10.93,10.92,10.94
2020-05-27,10.87,10.86,10.85,10.84,10.86
2020-05-28,10.80,10.78,10.77,10.76,10.78
2020-05-29,10.72,10.71,10.70,10.69,10.71
2020-05-30,10.68,10.67,10.65,10.64,10.66
2020-05-31,10.61,10.60,10.59,10.59,10.60
