Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2022-01-01,9.67,9.66,9.66,9.66,9.66
2022-01-02,9.66,9.66,9.69,9.69,9.68
2022-01-03,9.69,9.68,9.68,9.67,9.68
2022-01-04,9.64,9.60,9.56,9.54,9.59
2022-01-05,9.43,9.40,9.38,9.34,9.39
2022-01-06,9.27,9.21,9.14,9.10,9.18
2022-01-07,8.87,8.85,8.82,8.78,8.83
2022-01-08,8.60,8.53,8.47,8.39,8.50
2022-01-09,8.14,8.08,8.02,7.94,8.05
2022-01-10,7.63,7.62,7.56,7.50,7.58
2022-01-11,7.35,7.29,7.24,7.20,7.27
2022-01-12,7.04,6.99,6.96,6.94,6.98
2022-01-13,6.80,6.76,6.72,6.68,6.74
2022-01-14,6.65,6.62,6.59,6.57,6.61
2022-01-15,6.53,6.56,6.59,6.59,6.57
2022-01-16,6.51,6.51,6.50,6.50,6.51
2022-01-17,6.48,6.47,6.47,6.46,6.47
2022-01-18,6.46,6.47,6.49,6.51,6.48
2022-01-19,6.64,6.71,6.78,6.83,6.74
2022-01-20,6.97,7.03,7.06,7.08,7.04
2022-01-21,7.11,7.11,7.08,7.06,7.09
2022-01-22,6.97,6.93,6.90,6.86,6.92
2022-01-23,6.76,6.73,6.71,6.70,6.73
2022-01-24,6.72,6.74,6.76,6.77,6.75
2022-01-25,6.85,6.86,6.92,6.96,6.90
2022-01-26,7.01,7.02,7.04,7.06,7.03
2022-01-27,7.10,7.11,7.13,7.16,7.13
2022-01-28,7.27,7.33,7.39,7.46,7.36
2022-01-29,7.74,7.86,8.01,8.11,7.93
2022-01-30,8.48,8.56,8.64,8.70,8.60
2022-01-31,8.85,8.87,8.90,8.92,8.89
