Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-10-01,7.09,7.10,7.10,7.11,7.10
2025-10-02,7.08,7.06,7.04,7.02,7.05
2025-10-03,6.96,6.96,6.95,6.94,6.95
2025-10-04,6.89,6.88,6.87,6.86,6.88
2025-10-05,6.82,6.82,6.83,6.84,6.83
2025-10-06,6.88,6.90,6.92,6.94,6.91
2025-10-07,7.06,7.10,7.14,7.17,7.12
2025-10-08,7.22,7.23,7.24,7.24,7.23
2025-10-09,7.20,7.18,7.17,7.16,7.18
2025-10-10,7.09,7.07,7.05,7.04,7.06
2025-10-11,6.99,6.98,6.97,6.96,6.98
2025-10-12,6.89,6.87,6.85,6.84,6.86
2025-10-13,6.81,6.81,6.81,6.84,6.82
2025-10-14,6.92,6.96,6.98,7.02,6.97
2025-10-15,7.10,7.12,7.16,7.16,7.14
2025-10-16,7.16,7.18,7.19,7.19,7.18
2025-10-17,7.18,7.18,7.18,7.18,7.18
2025-10-18,7.19,7.19,7.19,7.19,7.19
2025-10-19,7.19,7.19,7.20,7.21,7.20
2025-10-20,7.25,7.28,7.30,7.34,7.29
2025-10-21,7.47,7.53,7.58,7.64,7.56
2025-10-22,7.76,7.79,7.81,7.84,7.80
2025-10-23,7.87,7.87,7.87,7.87,7.87
2025-10-24,7.86,7.85,7.84,7.82,7.84
2025-10-25,7.76,7.74,7.73,7.72,7.74
2025-10-26,7.68,7.68,7.67,7.67,7.68
2025-10-27,7.71,7.72,7.73,7.75,7.73
2025-10-28,7.82,7.84,7.86,7.88,7.85
2025-10-29,7.93,7.93,7.93,7.93,7.93
2025-10-30,7.91,7.91,7.89,7.89,7.90
2025-10-31,7.87,7.88,7.89,7.92,7.89
