Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-07-01,8.40,8.36,8.31,8.28,8.34
2023-07-02,8.14,8.10,8.05,8.01,8.08
2023-07-03,7.94,7.94,7.96,7.96,7.95
2023-07-04,8.04,8.06,8.08,8.09,8.07
2023-07-05,8.09,8.08,8.06,8.05,8.07
2023-07-06,7.93,7.88,7.84,7.83,7.87
2023-07-07,7.66,7.61,7.57,7.53,7.59
2023-07-08,7.43,7.38,7.35,7.30,7.37
2023-07-09,7.22,7.20,7.19,7.17,7.20
2023-07-10,7.12,7.09,7.08,7.07,7.09
2023-07-11,7.13,7.18,7.25,7.33,7.22
2023-07-12,7.63,7.70,7.78,7.83,7.74
2023-07-13,7.98,7.98,7.98,7.99,7.98
2023-07-14,7.91,7.86,7.82,7.81,7.85
2023-07-15,7.68,7.63,7.60,7.58,7.62
2023-07-16,7.44,7.38,7.34,7.30,7.37
2023-07-17,7.25,7.20,7.19,7.18,7.21
2023-07-18,7.11,7.08,7.05,7.04,7.07
2023-07-19,7.01,6.90,6.90,7.01,6.96
2023-07-20,7.03,7.03,7.04,7.04,7.04
2023-07-21,7.04,7.05,7.08,7.10,7.07
2023-07-22,7.24,7.26,7.35,7.40,7.31
2023-07-23,7.61,7.65,7.73,7.78,7.69
2023-07-24,7.98,8.03,8.07,8.10,8.05
2023-07-25,8.20,8.21,8.23,8.23,8.22
2023-07-26,8.20,8.18,8.15,8.13,8.17
2023-07-27,8.02,7.97,7.92,7.87,7.95
2023-07-28,7.78,7.70,7.66,7.64,7.70
2023-07-29,7.52,7.48,7.45,7.41,7.47
2023-07-30,7.29,7.25,7.22,7.20,7.24
2023-07-31,7.14,7.11,7.11,7.13,7.12
