Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-12-01,6.49,6.50,6.52,6.54,6.51
2020-12-02,6.60,6.62,6.64,6.66,6.63
2020-12-03,6.71,6.72,6.72,6.72,6.72
2020-12-04,6.74,6.75,6.76,6.78,6.76
2020-12-05,6.91,6.96,7.01,7.05,6.98
2020-12-06,7.25,7.30,7.37,7.41,7.33
2020-12-07,7.55,7.63,7.70,7.75,7.66
2020-12-08,7.87,7.92,7.97,8.02,7.95
2020-12-09,8.14,8.17,8.20,8.23,8.19
2020-12-10,8.30,8.33,8.36,8.38,8.34
2020-12-11,8.47,8.50,8.54,8.56,8.52
2020-12-12,8.58,8.60,8.63,8.76,8.64
2020-12-13,8.85,8.86,8.88,8.89,8.87
2020-12-14,8.91,8.93,8.96,8.98,8.95
2020-12-15,9.05,9.10,9.12,9.13,9.10
2020-12-16,9.20,9.22,9.24,9.26,9.23
2020-12-17,9.32,9.33,9.34,9.36,9.34
2020-12-18,9.38,9.38,9.38,9.37,9.38
2020-12-19,9.34,9.32,9.31,9.29,9.32
2020-12-20,9.24,9.24,9.23,9.22,9.23
2020-12-21,9.24,9.26,9.29,9.31,9.28
2020-12-22,9.38,9.41,9.42,9.43,9.41
2020-12-23,9.48,9.49,9.50,9.50,9.49
2020-12-24,9.47,9.46,9.45,9.44,9.46
2020-12-25,9.40,9.38,9.36,9.34,9.37
2020-12-26,9.30,9.28,9.26,9.24,9.27
2020-12-27,9.18,9.17,9.16,9.14,9.16
2020-12-28,9.12,9.11,9.10,9.09,9.11
2020-12-29,9.04,9.07,9.06,9.06,9.06
2020-12-30,9.04,9.04,9.03,9.02,9.03
2020-12-31,9.01,8.98,8.97,8.96,8.98
