Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/12/01,00:00,1.06,0.0
2024/12/01,01:00,1.04,0.0
2024/12/01,02:00,1.02,0.0
2024/12/01,03:00,1.01,0.0
2024/12/01,04:00,0.99,0.0
2024/12/01,05:00,0.99,0.0
2024/12/01,06:00,0.99,0.0
2024/12/01,07:00,S/D,0.0
2024/12/01,08:00,0.98,0.0
2024/12/01,09:00,0.96,0.0
2024/12/01,10:00,0.94,0.0
2024/12/01,11:00,0.93,0.0
2024/12/01,12:00,0.92,0.0
2024/12/01,13:00,0.90,0.0
2024/12/01,14:00,0.88,0.0
2024/12/01,16:00,0.85,0.0
2024/12/01,17:00,0.83,0.0
2024/12/01,18:00,0.83,0.0
2024/12/01,19:00,0.83,0.0
2024/12/01,20:00,0.84,0.0
2024/12/01,21:00,0.85,0.0
2024/12/01,22:00,0.85,0.0
2024/12/02,00:00,0.85,0.0
2024/12/02,01:00,0.85,0.0
2024/12/02,02:00,0.84,0.0
2024/12/02,03:00,0.83,0.0
2024/12/02,04:00,0.83,0.0
2024/12/02,05:00,0.83,0.0
2024/12/02,06:00,0.84,0.0
2024/12/02,07:00,0.84,0.0
2024/12/02,08:00,0.84,0.0
2024/12/02,10:00,0.84,0.0
2024/12/02,11:00,0.82,0.0
2024/12/02,13:00,0.79,0.0
2024/12/02,14:00,S/D,0.0
2024/12/02,16:00,0.76,0.0
2024/12/02,17:00,0.76,0.0
2024/12/02,18:00,S/D,0.0
2024/12/02,19:00,S/D,0.0
2024/12/02,21:00,0.79,0.0
2024/12/02,22:00,0.80,0.0
2024/12/03,00:00,0.80,0.0
2024/12/03,01:00,0.79,0.0
2024/12/03,02:00,0.79,0.0
2024/12/03,03:00,0.79,0.0
2024/12/03,04:00,0.79,0.0
2024/12/03,05:00,0.79,0.0
2024/12/03,06:00,0.79,0.0
2024/12/03,07:00,0.80,0.0
2024/12/03,08:00,0.81,0.0
2024/12/03,09:00,0.81,0.0
2024/12/03,10:00,0.80,0.0
2024/12/03,11:00,0.79,0.0
2024/12/03,13:00,0.76,0.0
2024/12/03,14:00,0.74,0.0
2024/12/03,15:00,S/D,0.0
2024/12/03,16:00,0.72,0.0
2024/12/03,17:00,S/D,0.0
2024/12/03,18:00,0.72,0.0
2024/12/03,20:00,S/D,0.0
2024/12/03,21:00,0.76,0.0
2024/12/03,22:00,0.76,0.0
2024/12/03,23:00,0.77,0.0
2024/12/04,00:00,0.77,0.0
2024/12/04,01:00,0.76,0.0
2024/12/04,02:00,0.76
