Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.54'',Longitud :,78°11'19.55'',Altitud :,616 msnm.
Tipo :,EHA - Hidrológica,Código :,472B2370
2021/04/06,15:00,1.72,0.0
2021/04/06,16:00,1.73,0.0
2021/04/06,17:00,1.79,0.0
2021/04/06,18:00,1.96,0.0
2021/04/06,19:00,2.08,0.0
2021/04/06,20:00,2.07,0.0
2021/04/06,21:00,2.06,0.0
2021/04/06,22:00,2.07,0.0
2021/04/06,23:00,2.06,0.0
2021/04/07,00:00,2.06,0.0
2021/04/07,01:00,2.03,0.0
2021/04/07,02:00,1.98,0.0
2021/04/07,03:00,S/D,0.0
2021/04/07,04:00,S/D,0.0
2021/04/07,05:00,1.89,0.0
2021/04/07,06:00,1.85,0.0
2021/04/07,07:00,1.83,0.0
2021/04/07,08:00,1.81,0.0
2021/04/07,09:00,1.79,0.0
2021/04/07,10:00,1.78,0.0
2021/04/07,11:00,1.75,0.0
2021/04/07,12:00,1.74,0.0
2021/04/07,13:00,1.73,0.0
2021/04/07,14:00,1.71,0.0
2021/04/07,15:00,1.71,1.4
2021/04/07,16:00,1.73,0.7
2021/04/07,17:00,1.74,0.1
2021/04/07,18:00,1.74,0.0
2021/04/07,19:00,S/D,0.0
2021/04/07,20:00,1.73,0.0
2021/04/07,21:00,1.71,0.0
2021/04/07,22:00,1.73,0.0
2021/04/07,23:00,1.71,0.0
2021/04/08,00:00,1.70,0.0
2021/04/08,01:00,1.68,0.0
2021/04/08,02:00,1.69,0.0
2021/04/08,03:00,1.68,0.0
2021/04/08,04:00,1.66,0.0
2021/04/08,05:00,1.65,0.0
2021/04/08,06:00,1.64,0.0
2021/04/08,07:00,1.64,0.0
2021/04/08,08:00,1.63,0.0
2021/04/08,09:00,1.62,0.0
2021/04/08,10:00,1.61,0.1
2021/04/08,11:00,1.60,0.0
2021/04/08,12:00,1.59,0.0
2021/04/08,13:00,S/D,0.0
2021/04/08,14:00,1.58,0.0
2021/04/08,15:00,1.59,0.8
2021/04/08,16:00,1.58,0.2
2021/04/08,17:00,1.58,0.5
2021/04/08,18:00,1.57,0.3
2021/04/08,19:00,1.57,0.0
2021/04/08,20:00,1.57,0.0
2021/04/08,21:00,1.56,0.0
2021/04/08,22:00,1.56,0.0
2021/04/08,23:00,1.56,0.0
2021/04/09,00:00,1.55,0.0
2021/04/09,01:00,1.54,0.0
2021/04/09,02:00,1.54,0.0
2021/04/09,03:00,1.54,0.0
2021/04/09,04:00,1.54,0.0
2021/04/09,05:00,1.53,0.0
2021/04/09,06:00,1.53,0.0
2021/04/09,07:00,1.53,0.0
2021/04/09,08:00,1.52,0.0
2021/04/09,09:00,1.52,0.0
2021/04/09,10:00,1.51,0.0
2021/04/09,11:00,1.51,0.0
2021/04/09,12:00,1.50,0.0
2021/04/09,13:00,1.51,0.0
2021/04/09,14:00,1.49,0.0
2021/04/09,15:00,1.49,0.0
2021/04/09,16:00,1.48,0.0
2021/04/09,17:00,1.48,0.0
2021/04/09,18:00,1.48,0.0
2021/04/09,19:00,1.48,0.0
2021/04/09,20:00,1.47,0.7
2021/04/09,21:00,1.48,0.9
2021/04/09,22:00,1.48,0.0
2021/04/09,23:00,1.49,0.0
2021/04/10,00:00,S/D,1.3
2021/04/10,01:00,S/D,3.9
2021/04/10,02:00,S/D,1.2
2021/04/10,03:00,S/D,0.7
2021/04/10,04:00,S/D,0.2
2021/04/10,05:00,S/D,0.0
2021/04/10,06:00,S/D,0.0
2021/04/10,07:00,S/D,0.0
2021/04/10,08:00,S/D,0.0
2021/04/10,09:00,S/D,0.5
2021/04/10,10:00,S/D,2.0
2021/04/10,11:00,S/D,0.4
2021/04/10,12:00,S/D,0.3
2021/04/10,13:00,S/D,0.3
2021/04/10,14:00,S/D,0.0
2021/04/10,15:00,S/D,1.4
2021/04/10,16:00,S/D,0.0
2021/04/10,17:00,S/D,0.0
2021/04/10,18:00,S/D,0.0
2021/04/10,19:00,S/D,0.0
2021/04/10,20:00,S/D,0.0
2021/04/10,21:00,S/D,0.0
2021/04/10,22:00,S/D,0.0
2021/04/10,23:00,S/D,0.0
2021/04/11,00:00,S/D,0.0
2021/04/11,01:00,S/D,0.0
2021/04/11,02:00,S/D,0.0
2021/04/11,03:00
