Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-09-01,6.36,6.40,6.45,6.50,6.43
2025-09-02,6.55,6.60,6.64,6.70,6.62
2025-09-03,6.87,6.88,6.89,6.90,6.89
2025-09-04,6.87,6.85,6.83,6.82,6.84
2025-09-05,6.72,6.70,6.68,6.60,6.68
2025-09-06,6.48,6.45,6.44,6.43,6.45
2025-09-07,6.44,6.44,6.43,6.43,6.44
2025-09-08,6.48,6.50,6.52,6.53,6.51
2025-09-09,6.53,6.55,6.56,6.57,6.55
2025-09-10,6.58,6.56,6.54,6.48,6.54
2025-09-11,6.27,6.25,6.20,6.17,6.22
2025-09-12,6.11,6.10,6.09,6.08,6.10
2025-09-13,6.07,6.07,6.06,6.06,6.07
2025-09-14,6.02,6.02,6.01,6.01,6.02
2025-09-15,5.95,5.91,5.92,5.92,5.93
2025-09-16,5.90,5.87,5.85,5.82,5.86
2025-09-17,5.97,5.98,5.98,5.99,5.98
2025-09-18,6.01,6.01,6.02,6.02,6.02
2025-09-19,6.03,6.04,5.99,5.98,6.01
2025-09-20,5.96,5.96,5.95,5.95,5.96
2025-09-21,5.93,5.92,5.91,5.90,5.92
2025-09-22,5.97,5.46,5.45,5.45,5.58
2025-09-23,5.40,5.39,5.38,5.38,5.39
2025-09-24,5.38,5.38,5.38,5.38,5.38
2025-09-25,5.38,5.37,5.37,5.37,5.37
2025-09-26,5.34,5.34,5.33,5.33,5.34
2025-09-27,5.32,5.34,5.35,5.36,5.34
2025-09-28,5.40,5.43,5.45,5.50,5.45
2025-09-29,5.80,5.83,5.88,5.90,5.85
2025-09-30,6.30,6.35,6.36,6.40,6.35
