Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-11-01,3.25,3.29,3.32,3.35,3.30
2024-11-02,3.56,3.59,3.62,3.65,3.61
2024-11-03,3.69,3.71,3.74,3.78,3.73
2024-11-04,3.82,3.85,3.95,3.99,3.90
2024-11-05,3.99,3.97,3.95,3.66,3.89
2024-11-06,3.64,3.62,3.61,3.60,3.62
2024-11-07,3.58,3.58,3.57,3.56,3.57
2024-11-08,3.60,3.65,3.73,3.70,3.67
2024-11-09,3.85,3.87,3.89,3.99,3.90
2024-11-10,4.07,4.10,4.14,4.17,4.12
2024-11-11,4.17,4.20,4.23,4.25,4.21
2024-11-12,3.14,3.10,3.08,3.03,3.09
2024-11-13,3.79,3.79,3.79,3.75,3.78
2024-11-14,3.70,3.57,3.54,3.51,3.58
2024-11-15,3.39,3.34,3.33,3.31,3.34
2024-11-16,3.21,3.21,3.20,3.20,3.21
2024-11-17,3.17,3.15,3.13,3.12,3.14
2024-11-18,3.11,3.11,3.11,3.11,3.11
2024-11-19,3.10,3.10,3.11,3.12,3.11
2024-11-20,3.14,3.19,3.24,3.37,3.24
2024-11-21,3.40,3.52,3.65,3.78,3.59
2024-11-22,3.89,3.90,3.91,3.92,3.91
2024-11-23,3.99,4.03,4.09,4.20,4.08
2024-11-24,4.25,4.30,4.39,4.47,4.35
2024-11-25,4.49,4.55,4.60,4.64,4.57
2024-11-26,4.65,4.66,4.67,4.68,4.67
2024-11-27,4.68,4.68,4.69,4.70,4.69
2024-11-28,4.75,4.77,4.79,4.86,4.79
2024-11-29,4.88,4.90,4.93,4.96,4.92
2024-11-30,4.97,4.97,4.98,4.99,4.98
