Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-01-01,6.79,6.76,6.75,6.75,6.76
2025-01-02,6.79,6.85,6.87,6.89,6.85
2025-01-03,6.90,6.90,6.90,6.90,6.90
2025-01-04,6.88,6.86,6.84,6.83,6.85
2025-01-05,6.80,6.81,6.82,6.78,6.80
2025-01-06,6.77,6.76,6.75,6.74,6.76
2025-01-07,6.73,6.72,6.72,6.72,6.72
2025-01-08,6.69,6.69,6.69,6.69,6.69
2025-01-09,6.71,6.72,6.73,6.74,6.73
2025-01-10,6.76,6.77,6.78,6.79,6.78
2025-01-11,6.78,6.75,6.73,6.70,6.74
2025-01-12,6.61,6.63,6.66,6.69,6.65
2025-01-13,6.60,6.50,6.51,6.53,6.54
2025-01-14,6.38,6.37,6.34,6.30,6.35
2025-01-15,6.12,6.08,6.05,6.01,6.07
2025-01-16,5.98,5.90,5.80,5.78,5.87
2025-01-17,5.62,5.35,5.32,5.29,5.40
2025-01-18,5.21,5.18,5.10,5.03,5.13
2025-01-19,4.99,4.90,4.81,4.72,4.86
2025-01-20,4.68,4.66,4.64,4.60,4.65
2025-01-21,3.81,3.77,3.70,3.68,3.74
2025-01-22,3.54,3.52,3.51,3.50,3.52
2025-01-23,3.34,3.34,3.36,3.39,3.36
2025-01-24,3.53,3.58,3.63,3.69,3.61
2025-01-25,3.78,3.80,3.83,3.85,3.82
2025-01-26,3.64,3.60,3.48,3.44,3.54
2025-01-27,3.42,3.38,3.35,3.33,3.37
2025-01-28,3.30,3.30,3.30,3.31,3.30
2025-01-29,3.44,3.49,3.53,3.56,3.51
2025-01-30,3.72,3.74,3.76,3.77,3.75
2025-01-31,3.76,3.76,3.76,3.76,3.76
