Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-08-01,9.16,9.13,9.08,9.03,9.10
2025-08-02,8.99,8.97,8.96,8.95,8.97
2025-08-03,8.93,8.92,8.90,8.88,8.91
2025-08-04,8.87,8.86,8.85,8.83,8.85
2025-08-05,8.82,8.80,8.77,8.76,8.79
2025-08-06,8.58,8.55,8.53,8.50,8.54
2025-08-07,8.45,8.33,8.25,8.20,8.31
2025-08-08,7.79,7.73,7.75,7.77,7.76
2025-08-09,7.49,7.50,7.51,7.52,7.51
2025-08-10,7.58,7.55,7.53,7.60,7.57
2025-08-11,7.63,7.66,7.79,7.70,7.70
2025-08-12,7.62,7.60,7.59,7.58,7.60
2025-08-13,7.57,7.55,7.52,7.50,7.54
2025-08-14,7.48,7.44,7.42,7.40,7.44
2025-08-15,7.37,7.35,7.32,7.30,7.34
2025-08-16,7.29,7.27,7.26,7.24,7.27
2025-08-17,7.23,7.21,7.20,7.18,7.21
2025-08-18,7.17,7.15,7.13,7.10,7.14
2025-08-19,7.03,7.03,7.02,7.01,7.02
2025-08-20,7.04,7.06,7.07,7.08,7.06
2025-08-21,7.08,7.08,7.08,7.09,7.08
2025-08-22,7.10,7.07,7.05,7.01,7.06
2025-08-23,6.99,6.97,6.96,6.93,6.96
2025-08-24,6.90,6.88,6.87,6.82,6.87
2025-08-25,6.87,6.93,6.95,6.99,6.94
2025-08-26,6.81,6.75,6.71,6.66,6.73
2025-08-27,6.58,6.51,6.45,6.40,6.49
2025-08-28,6.35,6.30,6.20,6.24,6.27
2025-08-29,6.18,6.16,6.15,6.13,6.16
2025-08-30,6.10,6.08,6.07,6.04,6.07
2025-08-31,6.09,6.09,6.09,6.09,6.09
