Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-11-01,7.13,7.13,7.14,7.14,7.14
2025-11-02,7.16,7.16,7.17,7.17,7.17
2025-11-03,7.20,7.24,7.28,7.30,7.26
2025-11-04,7.33,7.39,7.45,7.50,7.42
2025-11-05,7.61,7.63,7.75,7.78,7.69
2025-11-06,7.70,7.70,7.70,7.70,7.70
2025-11-07,7.68,7.66,7.64,7.62,7.65
2025-11-08,7.60,7.55,7.50,7.43,7.52
2025-11-09,7.37,7.35,7.32,7.30,7.34
2025-11-10,7.21,7.20,7.18,7.17,7.19
2025-11-11,7.17,7.17,7.16,7.15,7.16
2025-11-12,7.13,7.11,7.09,7.08,7.10
2025-11-13,7.01,7.01,6.99,6.99,7.00
2025-11-14,6.98,6.98,6.97,6.97,6.98
2025-11-15,6.97,6.97,6.97,6.97,6.97
2025-11-16,7.01,7.05,7.11,7.16,7.08
2025-11-17,7.22,7.24,7.26,7.27,7.25
2025-11-18,7.26,7.26,7.26,7.26,7.26
2025-11-19,7.27,7.29,7.31,7.32,7.30
2025-11-20,7.45,7.48,7.51,7.54,7.50
2025-11-21,7.61,7.68,7.72,7.76,7.69
2025-11-22,7.76,7.77,7.77,7.77,7.77
2025-11-23,7.70,7.72,7.79,7.80,7.75
2025-11-24,7.83,7.86,7.89,7.90,7.87
2025-11-25,7.95,7.99,7.99,8.05,8.00
2025-11-26,8.10,8.16,8.14,8.15,8.14
2025-11-27,8.16,8.16,8.17,8.18,8.17
2025-11-28,8.16,8.15,8.14,8.13,8.15
2025-11-29,8.13,8.13,8.13,8.13,8.13
2025-11-30,8.12,8.14,8.18,8.20,8.16
