Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-04-01,7.37,7.37,7.37,7.37,7.37
2021-04-02,7.30,7.29,7.28,7.26,7.28
2021-04-03,7.26,7.28,7.29,7.30,7.28
2021-04-04,7.52,7.57,7.62,7.69,7.60
2021-04-05,7.90,7.94,7.98,7.02,7.71
2021-04-06,8.15,8.19,8.23,8.28,8.21
2021-04-07,8.48,8.48,8.47,8.47,8.48
2021-04-08,8.56,8.58,8.60,8.61,8.59
2021-04-09,8.65,8.67,8.68,8.69,8.67
2021-04-10,8.80,8.82,8.83,8.84,8.82
2021-04-11,8.94,8.94,8.95,8.95,8.95
2021-04-12,8.99,8.99,8.99,8.99,8.99
2021-04-13,8.98,8.98,8.98,8.98,8.98
2021-04-14,8.96,8.96,8.95,8.95,8.96
2021-04-15,8.92,8.91,8.90,8.90,8.91
2021-04-16,8.92,8.92,8.92,8.92,8.92
2021-04-17,8.93,8.92,8.91,8.90,8.92
2021-04-18,8.87,8.87,8.87,8.87,8.87
2021-04-19,8.90,8.90,8.90,8.90,8.90
2021-04-20,8.87,8.87,8.86,8.86,8.87
2021-04-21,8.91,8.91,8.92,8.92,8.92
2021-04-22,8.95,8.96,8.97,8.98,8.97
2021-04-23,8.97,8.97,9.98,8.98,9.23
2021-04-24,8.99,8.99,8.99,8.99,8.99
2021-04-25,9.01,9.01,9.02,9.03,9.02
2021-04-26,9.05,9.06,9.07,9.07,9.06
2021-04-27,9.14,9.15,9.16,9.17,9.16
2021-04-28,9.21,9.22,9.23,9.23,9.22
2021-04-29,9.24,9.24,9.24,9.24,9.24
2021-04-30,9.23,9.23,9.22,9.21,9.22
