Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2022-03-01,4.29,4.36,4.43,4.48,4.39
2022-03-02,4.50,4.58,4.62,4.66,4.59
2022-03-03,4.89,4.91,4.96,4.98,4.94
2022-03-04,5.09,5.18,5.25,5.32,5.21
2022-03-05,6.10,6.18,6.28,6.30,6.22
2022-03-06,6.36,6.47,6.67,6.80,6.58
2022-03-07,6.95,6.96,6.97,6.98,6.97
2022-03-08,7.07,7.10,7.14,7.16,7.12
2022-03-09,7.18,7.20,7.22,7.24,7.21
2022-03-10,7.26,7.27,7.28,7.29,7.28
2022-03-11,7.29,7.29,7.29,7.29,7.29
2022-03-12,7.31,7.31,7.31,7.31,7.31
2022-03-13,7.39,7.33,7.34,7.35,7.35
2022-03-14,7.49,7.50,7.52,7.54,7.51
2022-03-15,7.58,7.59,7.59,7.59,7.59
2022-03-16,7.58,7.57,7.56,7.55,7.57
2022-03-17,7.53,7.52,7.52,7.52,7.52
2022-03-18,7.51,7.51,7.51,7.51,7.51
2022-03-19,7.50,7.51,7.53,7.56,7.53
2022-03-20,7.63,7.67,7.70,7.72,7.68
2022-03-21,7.79,7.82,7.83,7.89,7.83
2022-03-22,7.93,7.95,7.97,7.99,7.96
2022-03-23,8.01,8.02,8.02,8.03,8.02
2022-03-24,8.02,8.01,8.01,8.01,8.01
2022-03-25,8.02,8.02,8.02,8.02,8.02
2022-03-26,8.09,8.11,8.11,8.19,8.13
2022-03-27,8.21,8.23,8.23,8.26,8.23
2022-03-28,8.31,8.33,8.33,8.35,8.33
2022-03-29,8.48,8.48,8.49,8.50,8.49
2022-03-30,8.51,8.52,8.53,8.54,8.53
2022-03-31,8.55,8.55,8.56,8.56,8.56
