Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-06-01,9.18,9.18,9.19,9.19,9.19
2021-06-02,9.19,9.19,9.19,9.19,9.19
2021-06-03,9.20,9.20,9.21,9.21,9.21
2021-06-04,9.23,9.25,9.26,9.27,9.25
2021-06-05,9.32,9.36,9.40,9.43,9.38
2021-06-06,9.45,9.45,9.44,9.44,9.45
2021-06-07,9.47,9.49,9.51,9.53,9.50
2021-06-08,9.58,9.59,9.60,9.61,9.60
2021-06-09,9.65,9.66,9.67,9.68,9.67
2021-06-10,9.72,9.73,9.74,9.75,9.74
2021-06-11,9.79,9.79,9.80,9.80,9.80
2021-06-12,9.80,9.83,9.85,9.86,9.84
2021-06-13,9.86,9.86,9.87,9.87,9.87
2021-06-14,9.87,9.91,9.95,9.97,9.93
2021-06-15,9.87,9.87,9.87,9.87,9.87
2021-06-16,9.87,9.87,9.87,9.87,9.87
2021-06-17,9.87,9.87,9.86,9.86,9.87
2021-06-18,9.80,9.80,9.79,9.79,9.80
2021-06-19,9.76,9.75,9.74,9.73,9.75
2021-06-20,9.71,9.71,9.70,9.70,9.71
2021-06-21,9.68,9.67,9.66,9.65,9.67
2021-06-22,9.66,9.66,9.65,9.65,9.66
2021-06-23,9.66,9.66,9.65,9.64,9.65
2021-06-24,9.63,9.63,9.62,9.61,9.62
2021-06-25,9.61,9.61,9.60,9.59,9.60
2021-06-26,9.57,9.57,9.56,9.56,9.57
2021-06-27,9.54,9.54,9.53,9.53,9.54
2021-06-28,9.51,9.51,9.50,9.50,9.51
2021-06-29,9.51,9.51,9.50,9.50,9.51
2021-06-30,9.49,9.49,9.49,9.49,9.49
