Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-12-01,4.99,4.99,4.99,4.99,4.99
2021-12-02,5.17,5.19,5.20,5.22,5.20
2021-12-03,5.23,5.23,5.23,5.23,5.23
2021-12-04,5.19,5.18,5.17,5.17,5.18
2021-12-05,5.17,5.19,5.27,5.30,5.23
2021-12-06,5.45,5.50,5.53,5.57,5.51
2021-12-07,5.68,5.68,5.68,5.68,5.68
2021-12-08,5.64,5.60,5.58,5.57,5.60
2021-12-09,5.50,5.48,5.45,5.41,5.46
2021-12-10,5.30,5.31,5.32,5.33,5.32
2021-12-11,5.27,5.27,5.27,5.27,5.27
2021-12-12,5.23,5.23,5.23,5.23,5.23
2021-12-13,5.23,5.23,5.23,5.23,5.23
2021-12-14,5.23,5.23,5.23,5.23,5.23
2021-12-15,5.20,5.20,5.17,5.11,5.17
2021-12-16,5.12,5.12,5.12,5.12,5.12
2021-12-17,5.19,5.20,5.23,5.27,5.22
2021-12-18,5.30,5.34,5.37,5.39,5.35
2021-12-19,5.33,5.31,5.22,5.23,5.27
2021-12-20,5.20,5.20,5.20,5.20,5.20
2021-12-21,5.40,5.47,5.49,5.50,5.47
2021-12-22,5.72,5.87,6.10,6.15,5.96
2021-12-23,6.32,6.37,6.39,6.45,6.38
2021-12-24,6.54,6.56,6.58,6.60,6.57
2021-12-25,6.61,6.54,6.58,6.55,6.57
2021-12-26,6.42,6.42,6.42,6.39,6.41
2021-12-27,6.21,6.21,6.21,6.18,6.20
2021-12-28,6.16,6.17,6.17,6.18,6.17
2021-12-29,6.20,6.20,6.19,6.19,6.20
2021-12-30,6.10,6.07,6.06,6.05,6.07
2021-12-31,6.02,6.02,6.02,6.02,6.02
