Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-07-01,9.49,9.49,9.49,9.49,9.49
2021-07-02,9.50,9.50,9.50,9.50,9.50
2021-07-03,9.51,9.51,9.51,9.51,9.51
2021-07-04,9.52,9.52,9.52,9.52,9.52
2021-07-05,9.52,9.52,9.52,9.52,9.52
2021-07-06,9.52,9.52,9.51,9.50,9.51
2021-07-07,9.48,9.47,9.46,9.46,9.47
2021-07-08,9.45,9.44,9.43,9.42,9.44
2021-07-09,9.41,9.41,9.40,9.39,9.40
2021-07-10,9.36,9.36,4.36,9.36,8.11
2021-07-11,9.33,9.32,9.31,9.30,9.32
2021-07-12,9.22,9.21,9.20,9.19,9.21
2021-07-13,9.09,9.07,9.04,9.01,9.05
2021-07-14,8.90,8.87,8.84,8.80,8.85
2021-07-15,8.66,8.55,8.50,8.46,8.54
2021-07-16,8.37,8.35,8.33,8.31,8.34
2021-07-17,8.25,8.24,8.23,8.23,8.24
2021-07-18,8.20,8.20,8.19,8.19,8.20
2021-07-19,8.18,8.17,8.16,8.15,8.17
2021-07-20,8.01,8.01,7.98,8.48,8.12
2021-07-21,7.94,7.90,7.86,7.82,7.88
2021-07-22,7.78,7.76,7.73,7.70,7.74
2021-07-23,7.67,7.66,7.65,7.65,7.66
2021-07-24,7.72,7.74,7.75,7.77,7.75
2021-07-25,7.85,7.86,7.87,7.87,7.86
2021-07-26,7.90,7.92,7.93,7.94,7.92
2021-07-27,7.98,8.01,8.02,8.04,8.01
2021-07-28,8.08,8.08,8.09,8.10,8.09
2021-07-29,8.14,8.14,8.15,8.15,8.15
2021-07-30,8.18,8.18,8.18,8.18,8.18
2021-07-31,8.17,8.17,8.15,8.15,8.16
