Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-03-01,5.14,5.13,5.16,5.18,5.15
2021-03-02,5.10,5.02,5.04,5.05,5.05
2021-03-03,5.05,5.05,5.05,5.06,5.05
2021-03-04,5.16,5.19,5.21,5.23,5.20
2021-03-05,5.25,5.25,5.25,5.25,5.25
2021-03-06,5.23,5.23,5.23,5.23,5.23
2021-03-07,5.39,5.49,5.57,5.67,5.53
2021-03-08,5.85,5.95,5.94,6.01,5.94
2021-03-09,6.13,6.18,6.21,6.24,6.19
2021-03-10,6.43,6.43,6.43,6.43,6.43
2021-03-11,6.46,6.46,6.43,6.43,6.45
2021-03-12,6.39,6.37,6.36,6.35,6.37
2021-03-13,6.30,6.28,6.27,6.25,6.28
2021-03-14,6.22,6.21,6.20,6.20,6.21
2021-03-15,6.19,6.19,6.19,6.19,6.19
2021-03-16,6.28,6.30,6.31,6.33,6.31
2021-03-17,6.36,6.37,6.38,6.40,6.38
2021-03-18,6.42,6.42,6.42,6.42,6.42
2021-03-19,6.47,6.55,6.59,6.62,6.56
2021-03-20,6.61,6.64,6.67,6.68,6.65
2021-03-21,6.75,6.77,6.79,6.80,6.78
2021-03-22,6.84,6.84,6.85,6.85,6.85
2021-03-23,6.85,6.84,6.83,6.83,6.84
2021-03-24,6.76,6.76,6.76,6.76,6.76
2021-03-25,6.88,6.86,6.83,6.84,6.85
2021-03-26,6.85,6.85,6.84,6.84,6.85
2021-03-27,6.93,6.97,7.02,7.05,6.99
2021-03-28,7.20,7.24,7.28,7.32,7.26
2021-03-29,7.41,7.42,7.43,7.43,7.42
2021-03-30,7.41,7.41,7.40,7.40,7.41
2021-03-31,7.40,7.59,7.38,7.36,7.43
