Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-08-01,8.10,8.09,8.07,8.08,8.09
2021-08-02,7.98,7.95,7.89,7.86,7.92
2021-08-03,7.87,7.81,7.79,7.78,7.81
2021-08-04,7.70,7.68,7.66,7.66,7.68
2021-08-05,7.65,7.65,7.65,7.65,7.65
2021-08-06,7.63,7.59,7.58,7.57,7.59
2021-08-07,7.50,7.47,7.43,7.41,7.45
2021-08-08,7.30,7.27,7.25,7.24,7.27
2021-08-09,7.09,7.06,7.05,7.04,7.06
2021-08-10,7.01,6.97,6.90,6.88,6.94
2021-08-11,6.72,6.67,6.61,6.56,6.64
2021-08-12,6.37,6.30,6.26,6.22,6.29
2021-08-13,6.18,6.08,6.05,6.04,6.09
2021-08-14,5.83,5.77,5.74,5.71,5.76
2021-08-15,5.67,5.63,5.58,5.54,5.61
2021-08-16,5.54,5.53,5.20,5.52,5.45
2021-08-17,5.50,5.50,5.50,5.50,5.50
2021-08-18,5.50,5.50,5.49,5.49,5.50
2021-08-19,5.49,5.51,5.52,5.54,5.52
2021-08-20,5.64,5.63,5.62,5.62,5.63
2021-08-21,5.59,5.58,5.57,5.57,5.58
2021-08-22,5.61,0.61,5.62,5.62,4.37
2021-08-23,5.62,5.62,5.51,5.51,5.57
2021-08-24,5.56,5.53,5.48,5.42,5.50
2021-08-25,5.28,5.19,5.17,5.09,5.18
2021-08-26,5.06,4.97,4.93,4.95,4.98
2021-08-27,4.89,4.86,4.83,4.81,4.85
2021-08-28,4.88,4.84,4.79,4.71,4.81
2021-08-29,4.61,4.59,4.57,4.55,4.58
2021-08-30,4.46,4.42,4.40,4.38,4.42
2021-08-31,4.36,4.36,4.36,4.36,4.36
