Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-10-01,3.32,3.29,3.26,3.22,3.27
2024-10-02,3.13,3.02,3.07,3.10,3.08
2024-10-03,2.99,2.96,2.94,2.92,2.95
2024-10-04,2.88,2.85,2.77,2.72,2.81
2024-10-05,2.70,2.70,2.69,2.62,2.68
2024-10-06,2.62,2.62,2.62,2.62,2.62
2024-10-07,2.62,2.64,2.63,2.62,2.63
2024-10-08,2.68,2.68,2.69,2.69,2.69
2024-10-09,2.70,2.71,2.72,2.72,2.71
2024-10-10,2.74,2.76,2.78,2.80,2.77
2024-10-11,2.81,2.81,2.81,2.81,2.81
2024-10-12,2.79,2.77,2.76,2.76,2.77
2024-10-13,2.75,2.74,2.72,2.70,2.73
2024-10-14,2.69,2.69,2.69,2.69,2.69
2024-10-15,2.69,2.69,2.69,2.69,2.69
2024-10-16,2.69,2.61,2.69,2.69,2.67
2024-10-17,2.71,2.73,2.75,2.76,2.74
2024-10-18,2.79,2.82,2.84,2.86,2.83
2024-10-19,2.89,2.90,2.91,2.91,2.90
2024-10-20,2.93,2.93,2.94,2.85,2.91
2024-10-21,2.96,2.97,2.98,2.99,2.98
2024-10-22,2.98,2.97,2.95,2.98,2.97
2024-10-23,2.87,2.86,2.75,2.72,2.80
2024-10-24,2.70,2.68,2.66,2.62,2.67
2024-10-25,2.60,2.60,2.50,2.50,2.55
2024-10-26,2.42,2.41,2.40,2.39,2.41
2024-10-27,2.38,2.37,2.36,2.35,2.37
2024-10-28,2.36,2.39,2.39,2.39,2.38
2024-10-29,2.49,2.58,2.59,2.60,2.57
2024-10-30,2.65,2.75,2.80,2.85,2.76
2024-10-31,2.99,3.03,3.10,3.19,3.08
