Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-10-01,5.90,5.90,5.90,5.90,5.90
2021-10-02,6.02,6.03,6.03,6.03,6.03
2021-10-03,5.92,5.92,5.91,5.87,5.91
2021-10-04,5.79,5.77,5.73,5.74,5.76
2021-10-05,5.71,5.72,5.73,5.74,5.73
2021-10-06,5.82,5.85,5.86,5.87,5.85
2021-10-07,5.93,5.92,5.92,5.92,5.92
2021-10-08,5.87,5.85,5.83,5.81,5.84
2021-10-09,5.69,5.60,5.60,5.57,5.62
2021-10-10,5.42,5.40,5.31,5.34,5.37
2021-10-11,5.26,5.24,5.22,5.20,5.23
2021-10-12,5.17,5.18,5.20,5.21,5.19
2021-10-13,5.29,5.30,5.30,5.32,5.30
2021-10-14,5.50,5.38,5.30,5.30,5.37
2021-10-15,5.21,5.18,5.16,5.15,5.18
2021-10-16,5.27,5.29,5.36,5.39,5.33
2021-10-17,5.51,5.52,5.54,5.55,5.53
2021-10-18,5.52,5.54,5.55,5.57,5.55
2021-10-19,5.52,5.51,5.50,5.40,5.48
2021-10-20,5.37,5.37,5.37,5.37,5.37
2021-10-21,5.39,5.39,5.39,5.39,5.39
2021-10-22,5.38,5.38,5.38,5.38,5.38
2021-10-23,5.35,5.34,5.34,5.33,5.34
2021-10-24,5.35,5.33,5.30,5.20,5.30
2021-10-25,5.17,5.16,5.15,5.15,5.16
2021-10-26,5.18,5.21,5.22,5.25,5.22
2021-10-27,5.40,5.43,5.45,5.51,5.45
2021-10-28,5.60,5.60,5.62,5.63,5.61
2021-10-29,5.66,5.68,5.69,5.68,5.68
2021-10-30,5.67,5.69,5.71,5.73,5.70
2021-10-31,5.76,5.78,5.79,5.80,5.78
