Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-02-01,6.10,6.14,6.16,6.14,6.14
2021-02-02,6.24,6.23,6.22,6.21,6.23
2021-02-03,7.13,7.10,7.06,7.02,7.08
2021-02-04,7.09,7.06,7.15,7.19,7.12
2021-02-05,7.27,7.25,7.24,7.26,7.26
2021-02-06,7.22,7.19,7.16,7.13,7.18
2021-02-07,7.02,7.01,6.98,6.98,7.00
2021-02-08,6.62,6.68,6.72,6.78,6.70
2021-02-09,6.73,6.69,6.67,6.66,6.69
2021-02-10,6.60,6.63,6.65,6.58,6.62
2021-02-11,6.66,6.69,6.72,6.73,6.70
2021-02-12,6.81,6.69,6.72,6.73,6.74
2021-02-13,6.76,6.76,6.76,6.76,6.76
2021-02-14,6.50,6.44,6.42,6.40,6.44
2021-02-15,6.22,6.18,6.14,6.10,6.16
2021-02-16,5.90,5.84,5.85,5.86,5.86
2021-02-17,5.81,5.81,5.80,5.80,5.81
2021-02-18,5.80,5.80,5.83,5.83,5.82
2021-02-19,5.70,5.68,5.66,5.66,5.68
2021-02-20,5.27,5.21,5.14,5.06,5.17
2021-02-21,4.86,4.81,4.78,4.76,4.80
2021-02-22,4.71,4.64,4.66,4.69,4.68
2021-02-23,4.63,4.63,4.64,4.70,4.65
2021-02-24,4.68,4.65,4.80,4.05,4.55
2021-02-25,5.11,5.11,5.11,5.05,5.10
2021-02-26,4.95,4.92,4.86,4.81,4.89
2021-02-27,4.66,4.70,4.80,4.98,4.79
2021-02-28,4.80,4.78,4.74,4.60,4.73
