Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2022-02-01,4.04,4.03,4.02,4.02,4.03
2022-02-02,4.02,4.03,4.04,4.05,4.04
2022-02-03,4.04,4.03,4.02,3.97,4.02
2022-02-04,3.91,3.96,3.80,3.83,3.88
2022-02-05,3.73,3.78,3.61,3.65,3.69
2022-02-06,3.70,3.72,3.74,3.78,3.74
2022-02-07,3.82,3.88,3.89,3.95,3.89
2022-02-08,3.97,3.93,3.90,3.88,3.92
2022-02-09,3.75,3.64,3.65,3.63,3.67
2022-02-10,3.57,3.56,3.54,3.55,3.56
2022-02-11,3.55,3.56,3.57,3.58,3.57
2022-02-12,3.68,3.70,3.78,3.77,3.73
2022-02-13,3.96,3.93,3.98,4.04,3.98
2022-02-14,4.30,4.38,4.47,4.54,4.42
2022-02-15,4.85,4.89,4.96,4.98,4.92
2022-02-16,4.90,4.92,4.97,4.96,4.94
2022-02-17,4.97,4.99,5.07,5.09,5.03
2022-02-18,5.17,5.20,5.23,5.25,5.21
2022-02-19,5.26,5.28,5.29,5.30,5.28
2022-02-20,5.28,5.26,5.24,5.23,5.25
2022-02-21,5.18,5.16,5.14,5.13,5.15
2022-02-22,5.09,5.07,5.05,5.03,5.06
2022-02-23,4.99,4.98,4.97,4.95,4.97
2022-02-24,4.84,4.76,4.65,4.62,4.72
2022-02-25,4.58,4.52,4.49,4.47,4.52
2022-02-26,4.35,4.26,4.19,4.16,4.24
2022-02-27,4.11,4.09,4.06,4.03,4.07
2022-02-28,4.10,4.17,4.19,4.22,4.17
