Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-03-01,5.74,5.74,5.75,5.75,5.75
2024-03-02,5.75,5.72,5.70,5.69,5.72
2024-03-03,5.58,5.58,5.58,5.58,5.58
2024-03-04,5.38,5.36,5.30,5.30,5.34
2024-03-05,5.25,5.23,5.20,5.20,5.22
2024-03-06,5.18,5.18,5.20,5.20,5.19
2024-03-07,5.26,5.29,5.30,5.31,5.29
2024-03-08,5.48,5.54,5.58,5.66,5.57
2024-03-09,5.79,5.85,5.90,5.93,5.87
2024-03-10,5.93,5.93,5.93,5.93,5.93
2024-03-11,5.90,5.86,5.83,5.83,5.86
2024-03-12,5.83,5.80,5.79,5.79,5.80
2024-03-13,6.03,6.09,6.15,6.23,6.13
2024-03-14,6.38,6.44,6.47,6.49,6.45
2024-03-15,6.67,6.70,6.73,6.76,6.72
2024-03-16,6.85,6.85,6.84,6.84,6.85
2024-03-17,6.78,6.78,6.76,6.76,6.77
2024-03-18,6.70,6.74,6.47,6.43,6.59
2024-03-19,6.35,6.30,6.30,6.30,6.31
2024-03-20,6.32,6.35,6.35,6.40,6.36
2024-03-21,6.47,6.48,6.49,6.50,6.49
2024-03-22,6.53,6.52,6.50,6.51,6.52
2024-03-23,6.53,6.54,6.55,6.56,6.55
2024-03-24,6.53,6.52,6.51,6.51,6.52
2024-03-25,6.56,6.58,6.59,6.59,6.58
2024-03-26,6.59,6.56,6.53,6.53,6.55
2024-03-27,6.37,6.37,6.37,6.37,6.37
2024-03-28,6.19,6.17,6.16,6.16,6.17
2024-03-29,6.16,6.15,6.14,6.13,6.15
2024-03-30,5.95,5.91,5.89,5.85,5.90
2024-03-31,5.70,5.68,5.66,5.63,5.67
