Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : AMAZONAS
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,BELEN
Latitud :,3°45'50.29'',Longitud :,73°15'17.71'',Altitud :,106 msnm.
Tipo :,EMA - Meteorológica,Código :,103065
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/09/01,00:00,27.4,S/D,83,S/D,S/D
2025/09/01,01:00,26.7,S/D,84,S/D,S/D
2025/09/01,02:00,26.1,S/D,87,S/D,S/D
2025/09/01,03:00,25.6,S/D,89,S/D,S/D
2025/09/01,04:00,25.2,S/D,90,S/D,S/D
2025/09/01,05:00,25.1,S/D,92,S/D,S/D
2025/09/01,06:00,25.0,S/D,94,S/D,S/D
2025/09/01,07:00,25.3,S/D,92,S/D,S/D
2025/09/01,08:00,26.2,S/D,87,S/D,S/D
2025/09/01,09:00,26.2,S/D,88,S/D,S/D
2025/09/01,10:00,28.0,S/D,83,S/D,S/D
2025/09/01,11:00,29.4,S/D,73,S/D,S/D
2025/09/01,12:00,29.7,S/D,71,S/D,S/D
2025/09/01,13:00,29.0,S/D,76,S/D,S/D
2025/09/01,14:00,30.1,S/D,74,S/D,S/D
2025/09/01,15:00,29.0,S/D,74,S/D,S/D
2025/09/01,16:00,30.5,S/D,68,S/D,S/D
2025/09/01,17:00,30.9,S/D,67,S/D,S/D
2025/09/01,18:00,29.4,S/D,75,S/D,S/D
2025/09/01,19:00,28.1,S/D,82,S/D,S/D
2025/09/01,20:00,27.7,S/D,84,S/D,S/D
2025/09/01,21:00,26.7,S/D,88,S/D,S/D
2025/09/01,22:00,25.7,S/D,83,S/D,S/D
2025/09/01,23:00,24.8,S/D,85,S/D,S/D
2025/09/02,00:00,24.2,S/D,90,S/D,S/D
2025/09/02,01:00,24.0,S/D,92,S/D,S/D
2025/09/02,02:00,23.8,S/D,94,S/D,S/D
2025/09/02,03:00,23.6,S/D,92,S/D,S/D
2025/09/02,04:00,23.6,S/D,92,S/D,S/D
2025/09/02,05:00,23.6,S/D,93,S/D,S/D
2025/09/02,06:00,23.6,S/D,94,S/D,S/D
2025/09/02,07:00,23.9,S/D,94,S/D,S/D
2025/09/02,08:00,24.9,S/D,92,S/D,S/D
2025/09/02,09:00,26.3,S/D,86,S/D,S/D
2025/09/02,10:00,27.8,S/D,79,S/D,S/D
2025/09/02,11:00,28.7,S/D,75,S/D,S/D
2025/09/02,12:00,29.8,S/D,68,S/D,S/D
2025/09/02,13:00,30.3,S/D,68,S/D,S/D
2025/09/02,14:00,31.1,S/D,66,S/D,S/D
2025/09/02,15:00,30.9,S/D,66,S/D,S/D
