Estación : AMAZONAS
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,BELEN
Latitud :,3°45'50.29'',Longitud :,73°15'17.71'',Altitud :,106 msnm.
Tipo :,EMA - Meteorológica,Código :,103065
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/12/03,13:00,35.5,S/D,55,S/D,S/D
2024/12/03,14:00,35.4,S/D,54,S/D,S/D
2024/12/03,15:00,31.5,S/D,61,S/D,S/D
2024/12/03,16:00,34.2,S/D,54,S/D,S/D
2024/12/03,17:00,34.5,S/D,56,S/D,S/D
2024/12/03,18:00,31.9,S/D,68,S/D,S/D
2024/12/03,19:00,29.6,S/D,75,S/D,S/D
2024/12/03,20:00,28.8,S/D,78,S/D,S/D
2024/12/03,21:00,28.2,S/D,79,S/D,S/D
2024/12/03,22:00,27.7,S/D,80,S/D,S/D
2024/12/03,23:00,S/D,S/D,S/D,S/D,S/D
2024/12/04,00:00,26.6,S/D,83,S/D,S/D
2024/12/04,01:00,26.4,S/D,88,S/D,S/D
2024/12/04,02:00,26.1,S/D,90,S/D,S/D
2024/12/04,03:00,26.1,S/D,88,S/D,S/D
2024/12/04,04:00,25.7,S/D,90,S/D,S/D
2024/12/04,05:00,25.2,S/D,91,S/D,S/D
2024/12/04,06:00,25.2,S/D,91,S/D,S/D
2024/12/04,07:00,25.9,S/D,90,S/D,S/D
2024/12/04,08:00,27.9,S/D,82,S/D,S/D
2024/12/04,09:00,S/D,S/D,S/D,S/D,S/D
2024/12/04,10:00,32.8,S/D,62,S/D,S/D
2024/12/04,11:00,S/D,S/D,S/D,S/D,S/D
2024/12/04,12:00,34.2,S/D,57,S/D,S/D
2024/12/04,13:00,34.4,S/D,56,S/D,S/D
2024/12/04,14:00,34.7,S/D,55,S/D,S/D
2024/12/04,15:00,32.9,S/D,61,S/D,S/D
2024/12/04,16:00,31.9,S/D,66,S/D,S/D
2024/12/04,17:00,29.4,S/D,72,S/D,S/D
2024/12/04,18:00,28.1,S/D,77,S/D,S/D
2024/12/04,19:00,27.4,S/D,80,S/D,S/D
2024/12/04,20:00,26.8,S/D,84,S/D,S/D
2024/12/04,21:00,26.3,S/D,87,S/D,S/D
2024/12/04,22:00,26.1,S/D,88,S/D,S/D
2024/12/04,23:00,S/D,S/D,S/D,S/D,S/D
2024/12/05,00:00,26.1,S/D,84,S/D,S/D
2024/12/05,01:00,25.7,S/D,88,S/D,S/D
2024/12/05,02:00,25.4,S/D,90,S/D,S/D
2024/12/05,03:00,25.0,S/D,92,S/D,S/D
2024/12/05,04:00,24.9,S/D,92,S/D,S/D
2024/12/05,05:00,25.0,S/D,92,S/D,S/D
2024/12/05,06:00,25.1,S/D,91,S/D,S/D
2024/12/05,07:00,25.5,S/D,91,S/D,S/D
2024/12/05,08:00,26.4,S/D,87,S/D,S/D
2024/12/05,09:00,27.8,S/D,79,S/D,S/D
2024/12/05,10:00,30.2,S/D,70,S/D,S/D
2024/12/05,11:00,32.0,S/D,66,S/D,S/D
2024/12/05,12:00,33.2,S/D,62,S/D,S/D
2024/12/05,13:00,33.7,S/D,60,S/D,S/D
2024/12/05,14:00,33.7,S/D,59,S/D,S/D
2024/12/05,15:00,33.3,S/D,58,S/D,S/D
2024/12/05,16:00,33.2,S/D,58,S/D,S/D
2024/12/05,17:00,33.3,S/D,59,S/D,S/D
2024/12/05,18:00,31.6,S/D,68,S/D,S/D
2024/12/05,19:00,27.9,S/D,81,S/D,S/D
2024/12/05,20:00,25.1,S/D,89,S/D,S/D
2024/12/05,21:00,24.9,S/D,93,S/D,S/D
2024/12/05,22:00,25.2,S/D,93,S/D,S/D
2024/12/05,23:00,25.0,S/D,94,S/D,S/D
2024/12/06,00:00,25.4,S/D,93,S/D,S/D
2024/12/06,01:00,25.8,S/D,89,S/D,S/D
2024/12/06,02:00,25.5,S/D,89,S/D,S/D
2024/12/06,03:00,25.1,S/D,89,S/D,S/D
2024/12/06,04:00,24.7,S/D,91,S/D,S/D
2024/12/06,05:00,S/D,S/D,S/D,S/D,S/D
2024/12/06,06:00,24.7,S/D,77,S/D,S/D
2024/12/06,07:00,24.8,S/D,90,S/D,S/D
2024/12/06,08:00,25.0,S/D,92,S/D,S/D
2024/12/06,09:00,25.9,S/D,89,S/D,S/D
2024/12/06,10:00,27.0,S/D,84,S/D,S/D
2024/12/06,11:00,27.7,S/D,81,S/D,S/D
2024/12/06,12:00,28.6,S/D,77,S/D,S/D
2024/12/06,13:00,30.1,S/D,72,S/D,S/D
2024/12/06,14:00,31.3,S/D,68,S/D,S/D
2024/12/06,15:00,32.3,S/D,65,S/D,
