Estación : CABALLOCOCHA
Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/11/01,00:00,25.5,0.0,98,132,0.4
2022/11/01,01:00,25.4,0.0,98,155,0.4
2022/11/01,02:00,25.2,0.0,97,231,0.2
2022/11/01,03:00,24.8,0.0,98,242,0.3
2022/11/01,04:00,24.7,0.0,98,229,0.2
2022/11/01,05:00,24.7,0.0,100,287,0.7
2022/11/01,06:00,25.7,0.0,96,177,0.4
2022/11/01,07:00,28.8,0.0,84,62,0.7
2022/11/01,08:00,29.8,0.0,80,114,1.0
2022/11/01,09:00,32.2,0.0,67,57,1.6
2022/11/01,10:00,32.9,0.0,65,13,2.4
2022/11/01,11:00,33.5,0.0,61,48,2.3
2022/11/01,12:00,33.4,0.0,65,82,2.1
2022/11/01,13:00,32.5,0.0,58,60,2.7
2022/11/01,14:00,27.5,0.0,83,284,4.3
2022/11/01,15:00,25.3,0.0,97,166,2.7
2022/11/01,16:00,23.9,33.9,100,8,2.3
2022/11/01,17:00,22.5,39.9,100,163,3.5
2022/11/01,18:00,22.0,19.2,100,154,2.9
2022/11/01,19:00,21.2,7.8,100,143,3.7
2022/11/01,20:00,19.9,3.6,100,146,3.9
2022/11/01,21:00,19.4,6.0,100,162,3.5
2022/11/01,22:00,19.1,4.8,99,168,3.8
2022/11/01,23:00,19.0,0.0,100,177,3.3
2022/11/02,00:00,18.1,0.0,98,179,3.0
2022/11/02,01:00,17.3,0.0,94,169,3.8
2022/11/02,02:00,16.9,0.0,95,168,2.7
2022/11/02,03:00,16.9,0.0,96,185,1.5
2022/11/02,04:00,16.9,0.0,96,181,1.8
2022/11/02,05:00,16.9,0.0,95,159,1.7
2022/11/02,06:00,17.2,0.0,95,178,1.8
2022/11/02,07:00,17.8,0.0,92,189,1.9
2022/11/02,08:00,18.4,0.0,86,178,2.1
2022/11/02,09:00,19.2,0.0,80,179,2.7
2022/11/02,10:00,21.5,0.0,72,200,3.2
2022/11/02,11:00,21.7,0.0,69,159,3.1
2022/11/02,12:00,22.8,0.0,61,150,2.9
2022/11/02,13:00,25.0,0.0,55,170,3.2
2022/11/02,14:00,24.8,0.0,59,199,3.0
2022/11/02,15:00,24.2,0.0,63,208,1.9
2022/11/02,16:00,24.1,0.0,64,177,1.6
2022/11/02,17:00,23.1,0.0,70,190,0.8
2022/11/02,18:00,22.2,0.0,76,237,1.1
2022/11/02,19:00,21.8,0.0,79,277,0.8
2022/11/02,20:00,21.3,0.0,84,280,0.9
2022/11/02,21:00,20.4,0.0,92,258,0.4
2022/11/02,22:00,21.2,0.0,81,293,1.3
2022/11/02,23:00,21.1,0.0,85,294,1.3
2022/11/03,00:00,20.6,0.0,88,299,1.3
2022/11/03,01:00,20.5,0.0,93,264,1.0
2022/11/03,02:00,20.2,0.0,92,280,1.9
2022/11/03,03:00,19.8,0.0,94,290,1.3
2022/11/03,04:00,19.7,0.0,93,303,1.2
2022/11/03,05:00,19.9,0.0,94,277,0.8
2022/11/03,06:00,20.1,0.0,93,289,1.7
2022/11/03,07:00,20.4,0.0,90,303,1.5
2022/11/03,08:00,21.8,0.0,83,271,1.5
2022/11/03,09:00,23.6,0.0,75,277,1.6
2022/11/03,10:00,25.9,0.0,63,213,2.4
2022/11/03,11:00,27.6,0.0,56,205,2.1
2022/11/03,12:00,27.6,0.0,54,169,2.6
2022/11/03,13:00,28.6,0.0,49,211,1.6
2022/11/03,14:00,29.9,0.0,47,197,2.0
2022/11/03,15:00,29.5,0.0,47,219,1.5
2022/11/03,16:00,29.1,0.0,47,238,0.5
2022/11/03,17:00,27.3,0.0,59,5,1.5
2022/11/03,18:00,26.0,0.0,69,360,1.2
2022/11/03,19:00,25.6,0.0,73,341,1.2
2022/11/03,20:00,25.2,0.0,73,343,0.9
2022/11/03,21:00,24.9,0.0,75,1,0.8
2022/11/03,22:00,24.8,0.0,75,329,0.8
2022/11/03,23:00,24.4,0.0,75,319,0.5
2022/11/04,00:00,24.0,0.0,76,316,0.5
2022/11/04,01:00,23.8,0.0,78,329,2.4
2022/11/04,02:00,23.3,0.0,84,295,0.9
2022/11/04,03:00,23.0,0.0,82,313,1.6
2022/11/04,04:00,22.9,0.0,84,291,1.5
2022/11/04,05:00,22.5,0.0,87,308,0.7
2022/11/04,06:00,22.8,0.0,86,323,0.8
2022/11/04,07:00,23.8,0.0,81,314,1.7
2022/11/04,08:00,24.8,0.0,78,321,2.2
2022/11/04,09:00,26.4,0.0,70,260,1.4
2022/11/04,10:00,28.3,0.0,61,267,1.4
2022/11/04,11:00,29.1,0.0,61,318,1.9
2022/11/04,12:00,30.0,0.0,58,22,2.3
2022/11/04,13:00,30.4,0.0,61,29,1.9
2022/11/04,14:00,30.9,0.0,53,270,1.2
2022/11/04,15:00,30.6,0.0,53,344,1.9
2022/11/04,16:00,31.1,0.0,53,305,2.1
2022/11/04,17:00,30.6,0.0,54,325,1.3
2022/11/04,18:00,28.4,0.0,62,317,0.8
2022/11/04,19:00,27.3,0.0,77,332,0.7
2022/11/04,20:00,27.2,0.0,75,356,0.6
2022/11/04,21:00,26.7,0.0,76,299,0.2
2022/11/04,22:00,25.7,0.0,84,143,0.0
2022/11/04,23:00,26.0,0.0,78,337,0.8
2022/11/05,00:00,25.5,0.0,83,349,0.3
2022/11/05,01:00,24.8,0.0,90,71,0.2
2022/11/05,02:00,23.8,0.0,94,211,0.1
2022/11/05,03:00,23.4,0.0,96,191,0.6
2022/11/05,04:00,22.7,0.0,99,112,1.0
2022/11/05,05:00,22.4,0.0,100,129,0.4
2022/11/05,06:00,23.4,0.0,96,145,0.5
2022/11/05,07:00,26.4,0.0,85,89,1.1
2022/11/05,08:00,29.1,0.0,67,80,1.1
2022/11/05,09:00,30.7,0.0,61,31,1.7
2022/11/05,10:00,31.1,0.0,59,2,1.9
2022/11/05,11:00,31.2,0.0,55,18,2.4
2022/11/05,12:00,31.0,0.0,56,45,1.3
2022/11/05,13:00,32.3,0.0,54,31,1.4
2022/11/05,14:00,33.0,0.0,49,176,0.6
