Estación : CABALLOCOCHA
Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/10/01,00:00,24.0,0.0,92,214,0.6
2022/10/01,01:00,23.7,0.0,95,203,0.8
2022/10/01,02:00,23.2,0.0,95,177,1.7
2022/10/01,03:00,23.1,0.0,93,195,1.1
2022/10/01,04:00,22.6,0.0,94,219,1.1
2022/10/01,05:00,22.3,0.0,95,182,0.7
2022/10/01,06:00,22.5,0.0,94,209,0.3
2022/10/01,07:00,23.7,0.0,88,200,2.1
2022/10/01,08:00,26.2,0.0,75,207,2.6
2022/10/01,09:00,28.2,0.0,66,178,2.2
2022/10/01,10:00,29.6,0.0,64,158,1.2
2022/10/01,11:00,30.5,0.0,61,115,2.9
2022/10/01,12:00,29.9,0.0,63,160,1.9
2022/10/01,13:00,31.0,0.0,61,184,1.9
2022/10/01,14:00,30.6,0.0,63,146,2.5
2022/10/01,15:00,31.5,0.0,56,148,1.8
2022/10/01,16:00,31.3,0.0,58,134,1.6
2022/10/01,17:00,30.4,0.0,63,114,1.3
2022/10/01,18:00,28.5,0.0,73,152,0.3
2022/10/01,19:00,27.4,0.0,80,148,0.6
2022/10/01,20:00,26.6,0.0,87,213,0.0
2022/10/01,21:00,25.7,0.0,93,96,0.3
2022/10/01,22:00,25.4,0.0,93,157,0.5
2022/10/01,23:00,25.1,0.0,94,101,0.5
2022/10/02,00:00,24.9,0.0,96,250,0.3
2022/10/02,01:00,24.9,0.0,96,117,0.1
2022/10/02,02:00,25.3,0.0,96,306,0.7
2022/10/02,03:00,25.5,0.0,93,355,1.1
2022/10/02,04:00,25.1,0.0,93,332,0.7
2022/10/02,05:00,24.9,0.0,94,330,1.4
2022/10/02,06:00,25.0,0.0,92,322,1.2
2022/10/02,07:00,26.1,0.0,89,293,1.7
2022/10/02,08:00,27.3,0.0,81,321,2.3
2022/10/02,09:00,29.5,0.0,75,316,2.6
2022/10/02,10:00,30.2,0.0,69,316,3.0
2022/10/02,11:00,30.4,0.0,70,291,2.5
2022/10/02,12:00,32.0,0.0,61,2,3.2
2022/10/02,13:00,32.7,0.0,60,347,2.2
2022/10/02,14:00,30.8,0.0,66,342,1.5
2022/10/02,15:00,27.7,0.0,85,98,1.9
2022/10/02,16:00,25.1,0.6,95,174,1.0
2022/10/02,17:00,25.2,0.0,94,148,1.4
2022/10/02,18:00,24.4,0.0,97,211,0.4
2022/10/02,19:00,24.5,0.0,96,222,0.8
2022/10/02,20:00,24.1,0.0,97,226,0.2
2022/10/02,21:00,23.8,0.0,98,216,0.1
2022/10/02,22:00,23.3,0.0,99,243,0.4
2022/10/02,23:00,23.7,0.0,97,282,1.1
2022/10/03,00:00,23.9,0.0,99,238,0.2
2022/10/03,01:00,23.8,0.0,96,288,1.3
2022/10/03,02:00,23.7,0.0,96,304,0.9
2022/10/03,03:00,23.6,0.0,97,290,0.5
2022/10/03,04:00,23.1,0.0,100,238,0.2
2022/10/03,05:00,23.0,0.0,100,313,0.5
2022/10/03,06:00,23.1,0.0,100,117,0.3
2022/10/03,07:00,24.3,0.0,97,7,0.9
2022/10/03,08:00,25.9,0.0,90,94,0.9
2022/10/03,09:00,27.6,0.0,83,30,1.4
2022/10/03,10:00,29.2,0.0,78,41,1.2
2022/10/03,11:00,30.8,0.0,63,11,2.4
2022/10/03,12:00,31.0,0.0,66,30,1.0
2022/10/03,13:00,30.0,0.0,78,92,1.8
2022/10/03,14:00,30.0,0.0,75,65,1.6
2022/10/03,15:00,31.3,0.0,71,78,1.6
2022/10/03,16:00,30.9,0.0,69,74,1.2
2022/10/03,17:00,30.4,0.0,72,71,1.0
2022/10/03,18:00,27.8,0.0,83,120,0.8
2022/10/03,19:00,26.4,0.0,90,204,0.4
2022/10/03,20:00,25.8,0.0,93,122,0.3
2022/10/03,21:00,25.1,0.0,96,105,0.3
2022/10/03,22:00,24.7,0.0,96,197,0.1
2022/10/03,23:00,24.3,0.0,98,186,0.3
2022/10/04,00:00,24.0,0.0,99,166,0.1
2022/10/04,01:00,23.6,0.0,98,221,0.6
2022/10/04,02:00,24.0,0.0,99,246,0.4
2022/10/04,03:00,23.8,0.0,98,303,1.2
2022/10/04,04:00,23.8,0.0,99,272,0.8
2022/10/04,05:00,23.7,0.0,100,313,0.8
