Estación : CALLERIA
Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/07/01,02:00,21.1,0.0,100,340,0.0
2023/07/01,06:00,20.3,0.0,100,91,0.0
2023/07/01,08:00,20.0,0.0,100,98,0.1
2023/07/01,12:00,27.8,0.0,79,88,0.0
2023/07/01,15:00,30.5,0.0,69,217,0.0
2023/07/01,22:00,22.7,0.0,99,96,0.0
2023/07/02,12:00,27.9,0.0,81,83,0.0
2023/07/03,05:00,20.8,0.0,100,148,0.0
2023/07/03,14:00,30.4,0.0,74,37,0.0
2023/07/04,13:00,31.3,0.0,69,90,0.0
2023/07/04,16:00,31.2,0.0,70,102,0.0
2023/07/05,14:00,33.0,0.0,65,102,0.0
2023/07/05,20:00,25.7,0.0,97,52,0.0
2023/07/06,05:00,22.4,0.0,100,98,0.0
2023/07/06,08:00,22.1,0.0,100,101,0.0
2023/07/06,13:00,30.6,0.0,82,255,0.0
2023/07/06,15:00,33.3,0.2,64,134,0.0
2023/07/06,17:00,30.6,0.0,76,230,0.0
2023/07/07,00:00,24.4,0.0,99,130,0.0
2023/07/07,06:00,23.0,0.0,100,125,0.0
2023/07/07,13:00,31.4,0.0,73,99,0.0
2023/07/07,14:00,32.7,0.0,69,49,0.0
2023/07/07,15:00,31.7,0.0,74,219,0.0
2023/07/07,17:00,29.3,0.0,86,121,0.0
2023/07/08,00:00,23.7,0.0,100,114,0.0
2023/07/08,02:00,23.2,0.0,100,105,0.0
2023/07/08,09:00,23.0,0.0,100,113,0.0
2023/07/08,16:00,31.3,0.0,73,178,0.0
2023/07/08,23:00,23.4,0.0,100,98,0.0
2023/07/09,04:00,22.9,0.0,100,297,0.0
2023/07/09,07:00,22.4,0.2,100,115,0.0
2023/07/09,11:00,26.5,0.0,89,39,0.0
2023/07/09,15:00,31.3,0.0,71,306,0.0
2023/07/09,16:00,30.5,0.0,76,65,0.0
2023/07/09,17:00,30.0,0.0,79,73,0.0
2023/07/10,09:00,22.2,0.0,100,121,0.2
2023/07/11,13:00,31.4,0.0,72,291,0.0
2023/07/11,15:00,33.4,0.0,60,82,0.0
2023/07/11,19:00,26.5,0.0,88,334,0.0
2023/07/11,21:00,23.9,0.0,97,82,0.0
2023/07/11,22:00,23.6,0.0,98,83,0.0
2023/07/12,07:00,21.7,0.0,100,111,0.0
2023/07/12,14:00,33.3,0.0,63,96,0.0
2023/07/12,16:00,33.4,0.0,59,52,0.0
2023/07/12,17:00,32.1,0.0,67,240,0.0
2023/07/13,05:00,21.7,0.0,100,105,0.0
2023/07/13,06:00,21.4,0.0,100,105,0.0
2023/07/13,07:00,21.1,0.0,100,105,0.0
2023/07/13,13:00,32.2,0.0,69,273,0.0
2023/07/13,14:00,33.0,0.0,65,19,0.0
2023/07/13,15:00,33.4,0.0,65,360,0.0
2023/07/13,16:00,33.6,0.0,62,114,0.0
2023/07/13,20:00,25.8,0.0,93,49,0.0
2023/07/13,21:00,24.9,0.0,97,81,0.0
2023/07/14,12:00,30.8,0.0,72,251,0.0
2023/07/14,13:00,33.7,0.0,65,260,0.0
2023/07/14,14:00,30.2,1.8,85,93,0.0
2023/07/14,16:00,30.5,0.0,79,61,0.0
2023/07/15,03:00,22.8,0.0,100,106,0.0
2023/07/15,12:00,22.7,0.2,95,111,0.8
2023/07/15,16:00,25.9,0.0,82,142,0.8
2023/07/16,02:00,22.0,0.0,98,178,0.0
2023/07/16,17:00,28.7,0.0,78,271,0.0
2023/07/16,19:00,25.6,0.0,94,319,0.1
2023/07/16,21:00,23.5,0.0,98,272,0.0
2023/07/16,22:00,22.9,0.0,99,272,0.0
2023/07/16,23:00,22.5,0.0,99,272,0.0
2023/07/17,02:00,22.9,0.0,99,91,0.0
2023/07/17,11:00,26.3,0.0,86,149,0.0
2023/07/18,03:00,22.2,0.0,100,97,0.0
2023/07/18,10:00,25.2,0.0,96,131,0.0
2023/07/18,14:00,31.2,0.0,75,191,0.0
2023/07/18,16:00,28.3,0.2,93,78,0.0
2023/07/18,17:00,28.9,0.0,89,355,0.0
2023/07/19,08:00,23.6,0.2,100,132,0.0
2023/07/19,09:00,24.4,0.0,98,211,0.3
2023/07/19,11:00,26.6,0.0,88,203,0.2
2023/07/19,12:00,27.5,0.0,84,173,0.6
