Estación : CALLERIA
Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/10/01,00:00,21.7,0.0,100,135,0.0
2022/10/01,01:00,21.6,0.0,100,136,0.0
2022/10/01,02:00,21.4,0.2,100,136,0.0
2022/10/01,03:00,21.3,0.0,100,126,0.0
2022/10/01,04:00,21.3,0.0,100,308,0.0
2022/10/01,05:00,21.1,0.0,100,308,0.0
2022/10/01,06:00,20.9,0.0,100,59,0.1
2022/10/01,07:00,20.7,0.0,100,24,0.0
2022/10/01,08:00,20.8,0.0,100,224,0.0
2022/10/01,09:00,22.0,0.0,98,246,0.1
2022/10/01,10:00,23.5,0.0,93,180,0.5
2022/10/01,11:00,25.6,0.0,84,204,0.5
2022/10/01,12:00,27.5,0.0,77,187,0.7
2022/10/01,13:00,27.8,0.0,79,222,0.4
2022/10/01,14:00,29.2,0.0,74,187,0.4
2022/10/01,15:00,29.9,0.0,76,234,0.2
2022/10/01,16:00,28.7,0.0,87,284,0.2
2022/10/01,17:00,29.6,0.0,80,211,0.2
2022/10/01,18:00,29.1,0.0,81,220,0.3
2022/10/01,19:00,27.0,0.0,90,325,0.1
2022/10/01,20:00,25.4,0.0,96,294,0.0
2022/10/01,21:00,24.5,0.0,99,285,0.1
2022/10/01,22:00,24.0,0.0,99,91,0.0
2022/10/01,23:00,23.4,0.0,99,87,0.0
2022/10/02,00:00,23.0,0.0,99,88,0.0
2022/10/02,01:00,22.6,0.0,100,88,0.0
2022/10/02,02:00,22.2,0.0,100,88,0.0
2022/10/02,03:00,22.0,0.0,100,88,0.0
2022/10/02,04:00,21.6,0.0,100,99,0.0
2022/10/02,05:00,21.3,0.0,100,99,0.0
2022/10/02,06:00,21.0,0.0,100,104,0.1
2022/10/02,07:00,20.8,0.0,100,98,0.0
2022/10/02,08:00,21.6,0.0,99,143,0.0
2022/10/02,09:00,24.3,0.0,93,189,0.4
2022/10/02,10:00,26.9,0.0,84,180,0.1
2022/10/02,11:00,30.0,0.0,72,263,0.3
2022/10/02,12:00,32.1,0.0,67,284,0.3
2022/10/02,13:00,33.2,0.0,62,338,0.0
2022/10/02,14:00,34.6,0.0,58,232,0.1
2022/10/02,15:00,35.2,0.0,56,189,0.0
