Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : CALLERIA
Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/09/16,14:00,34.6,0.0,S/D,354,0.3
2019/09/16,15:00,36.6,0.0,S/D,59,0.3
2019/09/16,16:00,33.0,0.0,S/D,325,0.4
2019/09/16,17:00,30.5,0.0,S/D,209,0.7
2019/09/16,18:00,27.9,0.0,S/D,291,0.3
2019/09/16,19:00,26.2,0.0,S/D,343,0.0
2019/09/16,20:00,25.1,0.0,S/D,36,0.3
2019/09/16,21:00,24.5,0.0,S/D,49,0.1
2019/09/16,22:00,24.2,0.0,S/D,41,0.1
2019/09/16,23:00,23.9,0.0,S/D,103,0.0
2019/09/17,00:00,23.7,0.0,S/D,33,0.0
2019/09/17,01:00,23.5,0.0,S/D,38,0.0
2019/09/17,02:00,23.3,0.0,S/D,70,0.1
2019/09/17,03:00,23.0,0.0,S/D,57,0.0
2019/09/17,04:00,22.9,0.0,S/D,224,0.0
2019/09/17,05:00,22.6,0.0,S/D,176,0.0
2019/09/17,06:00,22.5,0.0,S/D,86,0.1
2019/09/17,07:00,22.2,0.0,S/D,134,0.0
2019/09/17,08:00,22.5,0.0,S/D,155,0.0
2019/09/17,09:00,24.4,0.0,S/D,149,0.3
2019/09/17,10:00,27.7,0.0,S/D,279,0.4
2019/09/17,11:00,31.6,0.0,S/D,226,0.5
2019/09/17,12:00,34.3,0.0,S/D,249,0.7
2019/09/17,13:00,35.3,0.0,S/D,268,0.5
2019/09/17,14:00,36.5,0.0,S/D,152,0.5
2019/09/17,15:00,37.2,0.0,S/D,195,0.4
2019/09/17,16:00,36.5,0.0,S/D,271,0.5
2019/09/17,17:00,35.4,0.0,S/D,255,0.4
2019/09/17,18:00,32.8,0.0,S/D,323,0.1
2019/09/17,19:00,30.0,0.0,S/D,326,0.0
2019/09/17,20:00,27.7,0.0,S/D,53,0.0
2019/09/17,21:00,26.4,0.0,S/D,60,0.1
2019/09/17,22:00,25.7,0.0,S/D,1,0.0
2019/09/17,23:00,25.4,0.0,S/D,348,0.0
2019/09/18,00:00,25.0,0.0,S/D,54,0.0
2019/09/18,01:00,24.7,0.0,S/D,59,0.2
2019/09/18,02:00,24.5,0.0,S/D,16,0.0
