Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN LORENZO
Departamento :,LORETO,Provincia :,ALTO AMAZONAS,Distrito :,BARRANCA
Latitud :,4°49'46.35'',Longitud :,76°33'17.16'',Altitud :,134 msnm.
Tipo :,CO - Meteorológica,Código :,104057
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-01-01,S/D,S/D,S/D,S/D
2024-01-02,34.6,S/D,91.4,0.2
2024-01-03,35.2,S/D,87.6,0.0
2024-01-04,35.8,S/D,84.4,0.0
2024-01-05,32.7,S/D,90.5,0.3
2024-01-06,31.6,S/D,94.1,0.0
2024-01-07,34.6,S/D,88.2,0.0
2024-01-08,30.6,S/D,91.3,0.0
2024-01-09,31.5,S/D,90.8,2.8
2024-01-10,33.6,S/D,92.3,0.0
2024-01-11,28.8,S/D,96.3,12.4
2024-01-12,33.6,S/D,90.3,0.0
2024-01-13,35.5,S/D,84.8,0.0
2024-01-14,34.8,S/D,87.4,0.0
2024-01-15,33,S/D,92.4,15.2
2024-01-16,26.8,S/D,97.9,13.5
2024-01-17,26.6,S/D,97.8,0.4
2024-01-18,31.2,S/D,90.5,4.2
2024-01-19,32.2,S/D,90.1,5.6
2024-01-20,31.2,S/D,98.7,35.7
2024-01-21,28,S/D,97.1,10.3
2024-01-22,28.2,S/D,96.3,2.6
2024-01-23,S/D,S/D,S/D,S/D
2024-01-24,35,S/D,89.6,0.0
2024-01-25,36,S/D,88.0,0.0
2024-01-26,35.8,S/D,83.8,0.0
2024-01-27,36.2,S/D,83.5,S/D
2024-01-28,34,S/D,S/D,8.9
2024-01-29,33,S/D,94.2,0.0
2024-01-30,29.2,S/D,95.5,0.0
2024-01-31,32.6,S/D,89.2,18.5
2024-02-01,32.6,S/D,92.2,S/D
