Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-11-01,8.85,8.89,8.92,8.95,8.90
2025-11-02,9.15,9.19,9.24,9.30,9.22
2025-11-03,9.47,9.51,9.55,9.60,9.53
2025-11-04,9.73,9.79,9.85,9.92,9.82
2025-11-05,10.13,10.15,10.17,10.20,10.16
2025-11-06,10.29,10.30,10.31,10.33,10.31
2025-11-07,10.38,10.39,10.40,10.42,10.40
2025-11-08,10.47,10.48,10.49,10.52,10.49
2025-11-09,10.57,10.58,10.59,10.61,10.59
2025-11-10,10.66,10.68,10.70,10.72,10.69
2025-11-11,10.79,10.79,10.79,10.79,10.79
2025-11-12,10.76,10.76,10.75,10.74,10.75
2025-11-13,10.72,10.71,10.70,10.69,10.71
2025-11-14,10.65,10.64,10.63,10.62,10.64
2025-11-15,10.65,10.65,10.66,10.67,10.66
2025-11-16,10.69,10.65,10.66,10.67,10.67
2025-11-17,10.67,10.67,10.67,10.68,10.67
2025-11-18,10.69,10.70,10.71,10.72,10.71
2025-11-19,10.75,10.76,10.77,10.79,10.77
2025-11-20,10.84,10.85,10.86,10.87,10.86
2025-11-21,10.89,10.89,10.90,10.91,10.90
