Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-08-01,1.54,1.53,1.53,1.54,1.54
2023-08-02,1.55,1.57,1.59,1.62,1.58
2023-08-03,1.67,1.70,1.72,1.74,1.71
2023-08-04,1.77,1.77,1.76,1.75,1.76
2023-08-05,1.72,1.70,1.68,1.65,1.69
2023-08-06,1.61,1.59,1.55,1.50,1.56
2023-08-07,1.40,1.36,1.34,1.30,1.35
2023-08-08,1.18,1.16,1.14,1.11,1.15
2023-08-09,1.02,1.02,1.02,1.01,1.02
2023-08-10,1.00,0.98,0.96,0.94,0.97
2023-08-11,0.88,0.87,0.84,0.80,0.85
2023-08-12,0.70,0.69,0.68,0.66,0.68
2023-08-13,0.62,0.61,0.60,0.58,0.60
2023-08-14,0.66,0.65,0.64,0.62,0.64
2023-08-15,0.56,0.54,0.52,0.50,0.53
2023-08-16,0.45,0.43,0.41,0.38,0.42
2023-08-17,0.31,0.33,0.35,0.38,0.34
2023-08-18,0.44,0.46,0.48,0.51,0.47
2023-08-19,0.56,0.57,0.58,0.61,0.58
2023-08-20,0.66,0.68,0.70,0.71,0.69
2023-08-21,0.82,0.85,0.88,0.92,0.87
2023-08-22,1.05,1.10,1.15,1.20,1.13
2023-08-23,1.35,1.37,1.37,1.36,1.36
2023-08-24,1.28,1.25,1.22,1.18,1.23
2023-08-25,1.09,1.05,1.01,0.96,1.03
2023-08-26,0.88,0.84,0.78,0.70,0.80
2023-08-27,0.39,0.34,0.27,0.20,0.30
2023-08-28,0.08,0.08,0.08,0.07,0.08
2023-08-29,0.06,0.06,0.06,0.07,0.06
2023-08-30,0.00,-0.98,-0.95,-0.91,-0.71
2023-08-31,-0.82,-0.80,-0.79,-0.78,-0.80
