Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-03-01,8.01,8.01,8.02,8.02,8.02
2021-03-02,8.04,8.10,8.15,8.16,8.11
2021-03-03,8.22,8.28,8.32,8.36,8.30
2021-03-04,8.40,8.43,8.45,8.47,8.44
2021-03-05,8.51,8.55,8.59,8.63,8.57
2021-03-06,8.68,8.71,8.74,8.78,8.73
2021-03-07,8.84,8.87,8.90,8.93,8.89
2021-03-08,8.98,8.99,9.01,9.04,9.01
2021-03-09,9.09,9.10,9.11,9.13,9.11
2021-03-10,9.17,9.17,9.18,9.19,9.18
2021-03-11,9.21,9.21,9.22,9.23,9.22
2021-03-12,9.25,9.25,9.25,9.25,9.25
2021-03-13,9.25,9.25,9.25,9.25,9.25
2021-03-14,9.25,9.22,9.20,9.18,9.21
2021-03-15,9.18,9.17,9.17,9.16,9.17
2021-03-16,9.20,9.20,9.20,9.20,9.20
2021-03-17,9.20,9.20,9.20,9.20,9.20
2021-03-18,9.20,9.21,9.21,9.21,9.21
2021-03-19,9.21,9.24,9.25,9.25,9.24
2021-03-20,9.26,9.26,9.27,9.27,9.27
2021-03-21,9.28,9.34,9.35,9.36,9.33
2021-03-22,9.37,9.38,9.39,9.40,9.39
2021-03-23,9.42,9.43,9.44,9.45,9.44
2021-03-24,9.47,9.48,9.49,9.49,9.48
2021-03-25,9.50,9.50,9.50,9.50,9.50
2021-03-26,9.51,9.51,9.51,9.51,9.51
2021-03-27,9.51,9.51,9.51,9.51,9.51
2021-03-28,9.51,9.52,9.53,9.53,9.52
2021-03-29,9.54,9.56,9.57,9.58,9.56
2021-03-30,9.59,9.61,9.61,9.61,9.61
2021-03-31,9.61,9.63,9.66,9.68,9.65
