Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2019-01-01,9.20,9.20,9.20,9.20,9.20
2019-01-02,9.20,9.20,9.20,9.19,9.20
2019-01-03,9.19,9.20,9.22,9.24,9.21
2019-01-04,9.24,9.21,9.18,9.15,9.20
2019-01-05,9.13,9.10,9.07,9.05,9.09
2019-01-06,9.01,9.98,8.94,8.91,9.21
2019-01-07,8.87,8.83,8.79,9.75,9.06
2019-01-08,8.70,8.66,8.62,9.58,8.89
2019-01-09,8.46,8.43,8.40,9.36,8.66
2019-01-10,8.27,8.25,8.22,8.21,8.24
2019-01-11,8.11,8.09,8.07,8.06,8.08
2019-01-12,8.04,8.01,7.97,7.99,8.00
2019-01-13,8.02,8.02,8.02,8.02,8.02
2019-01-14,8.03,8.03,8.03,8.03,8.03
2019-01-15,8.07,8.08,8.10,8.13,8.10
2019-01-16,8.21,8.20,8.26,8.31,8.25
2019-01-17,8.37,8.39,8.42,8.45,8.41
2019-01-18,8.53,8.55,8.56,8.63,8.57
2019-01-19,8.74,8.76,8.81,8.82,8.78
2019-01-20,8.94,8.99,8.98,9.03,8.99
2019-01-21,9.12,9.14,9.18,9.21,9.16
2019-01-22,9.32,9.34,9.37,9.37,9.35
2019-01-23,9.44,9.48,9.50,9.53,9.49
2019-01-24,9.61,9.61,9.61,9.68,9.63
2019-01-25,9.73,9.73,9.78,9.78,9.76
2019-01-26,9.86,9.86,9.88,9.88,9.87
2019-01-27,9.94,9.95,9.97,10.01,9.97
2019-01-28,10.04,10.05,10.05,10.07,10.05
2019-01-29,10.11,10.11,10.12,10.12,10.12
2019-01-30,10.16,10.16,10.18,10.19,10.17
2019-01-31,10.23,10.23,10.23,10.25,10.24
