Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2018-12-01,9.10,9.11,9.14,9.12,9.12
2018-12-02,9.18,9.18,9.19,9.18,9.18
2018-12-03,9.21,9.21,9.22,9.21,9.21
2018-12-04,9.27,9.27,9.27,9.27,9.27
2018-12-05,9.26,9.26,9.26,9.26,9.26
2018-12-06,9.22,9.22,9.22,9.22,9.22
2018-12-07,9.25,9.25,9.25,9.25,9.25
2018-12-08,9.26,9.26,9.26,9.26,9.26
2018-12-09,9.28,9.28,9.28,9.28,9.28
2018-12-10,9.28,9.27,9.24,9.26,9.26
2018-12-11,9.24,9.22,9.22,9.23,9.23
2018-12-12,9.22,9.24,9.29,9.25,9.25
2018-12-13,9.32,9.29,9.27,9.29,9.29
2018-12-14,9.24,9.24,9.24,9.24,9.24
2018-12-15,9.24,9.24,9.26,9.25,9.25
2018-12-16,9.26,9.26,9.28,9.27,9.27
2018-12-17,9.28,9.28,9.30,9.29,9.29
2018-12-18,9.30,9.29,9.26,9.28,9.28
2018-12-19,9.26,9.26,9.28,9.27,9.27
2018-12-20,9.12,9.11,9.09,9.11,9.11
2018-12-21,9.07,9.04,8.99,9.03,9.03
2018-12-22,8.96,8.95,8.92,8.94,8.94
2018-12-23,8.90,8.91,8.91,8.91,8.91
2018-12-24,8.91,8.91,8.90,8.91,8.91
2018-12-25,8.89,8.94,9.07,8.97,8.97
2018-12-26,9.09,9.12,9.18,9.14,9.13
2018-12-27,9.21,9.22,9.24,9.23,9.23
2018-12-28,9.26,9.26,9.27,9.26,9.26
2018-12-29,9.27,9.26,9.24,9.26,9.26
2018-12-30,9.24,9.24,9.24,9.24,9.24
2018-12-31,9.22,9.22,9.22,9.22,9.22
