Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2022-06-01,9.97,9.95,9.94,9.93,9.95
2022-06-02,9.92,9.91,9.90,9.88,9.90
2022-06-03,9.87,9.86,9.85,9.84,9.86
2022-06-04,9.82,9.81,9.80,9.79,9.81
2022-06-05,9.77,9.76,9.75,9.73,9.75
2022-06-06,9.71,9.63,9.57,9.52,9.61
2022-06-07,9.47,9.45,9.43,9.41,9.44
2022-06-08,9.40,9.39,9.38,9.36,9.38
2022-06-09,9.34,9.33,9.32,9.31,9.33
2022-06-10,9.29,9.28,9.27,9.26,9.28
2022-06-11,9.25,9.24,9.23,9.22,9.24
2022-06-12,9.20,9.19,9.18,9.17,9.19
2022-06-13,9.15,9.14,9.13,9.12,9.14
2022-06-14,9.10,9.09,9.08,9.07,9.09
2022-06-15,9.05,9.05,9.05,9.05,9.05
2022-06-16,9.05,9.05,9.05,9.05,9.05
2022-06-17,9.05,9.05,9.05,9.05,9.05
2022-06-18,9.05,9.04,9.03,9.02,9.04
2022-06-19,9.01,8.96,8.91,8.87,8.94
2022-06-20,8.83,8.77,8.71,8.65,8.74
2022-06-21,8.60,8.50,8.46,8.39,8.49
2022-06-22,8.35,8.27,8.17,8.10,8.22
2022-06-23,8.03,7.86,7.80,7.73,7.86
2022-06-24,7.68,7.60,7.50,7.45,7.56
2022-06-25,7.37,7.30,7.25,7.18,7.28
2022-06-26,7.07,6.95,6.93,6.88,6.96
2022-06-27,6.80,6.74,6.68,6.62,6.71
2022-06-28,6.56,6.55,6.54,6.53,6.55
2022-06-29,6.80,6.81,6.83,6.85,6.82
2022-06-30,6.86,6.93,6.96,6.97,6.93
