Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2019-05-01,11.50,11.50,11.49,11.48,11.49
2019-05-02,11.47,11.47,11.47,11.47,11.47
2019-05-03,11.46,11.46,11.45,11.45,11.46
2019-05-04,10.45,11.45,11.42,11.42,11.19
2019-05-05,11.41,11.41,11.40,11.40,11.41
2019-05-06,11.39,11.39,11.31,11.25,11.34
2019-05-07,11.24,11.22,11.21,11.16,11.21
2019-05-08,11.14,11.12,11.10,11.09,11.11
2019-05-09,11.06,11.05,11.03,11.01,11.04
2019-05-10,10.98,10.97,10.97,10.97,10.97
2019-05-11,10.96,10.94,10.94,10.93,10.94
2019-05-12,10.92,10.91,10.90,10.89,10.91
2019-05-13,10.88,10.86,10.88,10.89,10.88
2019-05-14,10.88,10.88,10.86,10.84,10.87
2019-05-15,10.83,10.82,10.80,10.79,10.81
2019-05-16,10.78,10.77,10.75,10.73,10.76
2019-05-17,10.72,10.70,10.69,10.67,10.70
2019-05-18,10.65,10.63,10.69,10.73,10.68
2019-05-19,10.73,10.74,10.73,10.73,10.73
2019-05-20,10.73,10.73,10.73,10.73,10.73
2019-05-21,10.73,10.76,10.73,10.73,10.74
2019-05-22,10.73,10.76,10.78,10.79,10.77
2019-05-23,10.79,10.79,10.77,10.77,10.78
2019-05-24,10.77,10.77,10.77,10.77,10.77
2019-05-25,10.77,10.76,10.76,10.76,10.76
2019-05-26,10.76,10.78,10.77,10.77,10.77
2019-05-27,10.77,10.77,10.77,10.77,10.77
2019-05-28,10.77,10.77,10.77,10.77,10.77
2019-05-29,10.77,10.75,10.65,10.59,10.69
2019-05-30,10.57,10.55,10.54,10.54,10.55
2019-05-31,10.52,10.51,10.45,10.43,10.48
