Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-01-01,9.38,9.38,9.39,9.40,9.39
2020-01-02,9.42,9.43,9.44,9.46,9.44
2020-01-03,9.46,9.46,9.46,9.46,9.46
2020-01-04,9.47,9.48,9.48,9.48,9.48
2020-01-05,9.48,9.48,9.49,9.49,9.49
2020-01-06,9.53,9.54,9.54,9.55,9.54
2020-01-07,9.55,9.55,9.55,9.55,9.55
2020-01-08,9.55,9.55,9.55,9.55,9.55
2020-01-09,9.55,9.56,9.57,9.58,9.57
2020-01-10,9.59,9.56,9.53,9.52,9.55
2020-01-11,9.50,9.49,9.49,9.47,9.49
2020-01-12,9.47,9.45,9.43,9.42,9.44
2020-01-13,9.41,9.37,9.35,9.33,9.37
2020-01-14,9.30,9.30,9.27,9.26,9.28
2020-01-15,9.23,9.22,9.15,9.08,9.17
2020-01-16,9.05,8.97,8.95,8.93,8.98
2020-01-17,8.90,8.82,8.73,8.70,8.79
2020-01-18,8.67,8.60,8.57,8.54,8.60
2020-01-19,8.50,8.48,8.38,8.34,8.43
2020-01-20,8.29,8.27,8.25,8.23,8.26
2020-01-21,8.21,8.20,8.20,8.19,8.20
2020-01-22,8.26,8.27,8.28,8.29,8.28
2020-01-23,8.30,8.36,8.42,8.45,8.38
2020-01-24,8.52,8.54,8.55,8.56,8.54
2020-01-25,8.58,8.59,8.60,8.62,8.60
2020-01-26,8.62,8.63,8.63,8.63,8.63
2020-01-27,8.63,8.63,8.63,8.63,8.63
2020-01-28,8.67,8.60,8.59,8.59,8.61
2020-01-29,8.58,8.58,8.57,8.57,8.58
2020-01-30,8.57,8.57,8.57,8.57,8.57
2020-01-31,8.55,8.55,8.54,8.54,8.55
