Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : MAZAN
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°29'17.4'',Longitud :,73°4'54.6'',Altitud :,96 msnm.
Tipo :,CP - Meteorológica,Código :,103044
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2017-09-01,33.9,S/D,81.3,1.0
2017-09-02,34.6,S/D,77.2,0.0
2017-09-03,33.7,S/D,72.5,0.0
2017-09-04,35.5,S/D,73.2,0.0
2017-09-05,33.7,S/D,84.8,1.2
2017-09-06,32.3,S/D,79.6,0.0
2017-09-07,34.8,S/D,75.0,0.0
2017-09-08,31.4,S/D,81.5,0.0
2017-09-09,33.8,S/D,75.0,0.0
2017-09-10,35,S/D,72.4,35.2
2017-09-11,33,S/D,80.7,2.2
2017-09-12,34.2,S/D,78.2,0.0
2017-09-13,32.6,S/D,78.3,0.0
2017-09-14,32.4,S/D,78.8,0.0
2017-09-15,34.4,S/D,74.8,0.0
2017-09-16,28.4,S/D,85.6,0.0
2017-09-17,27.4,S/D,84.8,0.0
2017-09-18,31.6,S/D,76.9,0.0
2017-09-19,32.8,S/D,77.7,0.0
2017-09-20,33.6,S/D,78.4,0.5
2017-09-21,36,S/D,72.4,24.5
2017-09-22,34.2,S/D,79.0,39.8
2017-09-23,30.4,S/D,80.6,1.5
2017-09-24,27.2,S/D,89.8,24.2
2017-09-25,32.2,S/D,76.9,0.0
2017-09-26,32,S/D,78.7,0.0
2017-09-27,33.2,S/D,76.4,0.0
2017-09-28,32.6,S/D,82.6,4.5
2017-09-29,30.8,S/D,80.4,9.3
2017-09-30,33.2,S/D,81.8,2.4
