Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : MORALILLO
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,SAN JUAN BAUTISTA
Latitud :,3°53'58.8'',Longitud :,73°20'18'',Altitud :,106 msnm.
Tipo :,CP - Meteorológica,Código :,103023
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-04-01,S/D,S/D,S/D,7.8
2023-04-02,S/D,S/D,S/D,19.7
2023-04-03,S/D,S/D,S/D,23.6
2023-04-04,S/D,S/D,S/D,13.2
2023-04-05,S/D,S/D,S/D,3.6
2023-04-06,S/D,S/D,S/D,17.6
2023-04-07,S/D,S/D,S/D,10.9
2023-04-08,S/D,S/D,S/D,5.8
2023-04-09,S/D,S/D,S/D,7.5
2023-04-10,S/D,S/D,S/D,1.9
2023-04-11,S/D,S/D,S/D,0.0
2023-04-12,S/D,S/D,S/D,0.0
2023-04-13,S/D,S/D,S/D,0.0
2023-04-14,S/D,S/D,S/D,10.3
2023-04-15,S/D,S/D,S/D,49.8
2023-04-16,S/D,S/D,S/D,11.7
2023-04-17,S/D,S/D,S/D,0.0
2023-04-18,S/D,S/D,S/D,0.0
2023-04-19,S/D,S/D,S/D,0.0
2023-04-20,S/D,S/D,S/D,55.9
2023-04-21,S/D,S/D,S/D,19.0
2023-04-22,S/D,S/D,S/D,8.6
2023-04-23,S/D,S/D,S/D,19.6
2023-04-24,S/D,S/D,S/D,9.0
2023-04-25,S/D,S/D,S/D,9.6
2023-04-26,S/D,S/D,S/D,5.3
2023-04-27,S/D,S/D,S/D,17.2
2023-04-28,S/D,S/D,S/D,1.6
2023-04-29,S/D,S/D,S/D,4.7
2023-04-30,S/D,S/D,S/D,3.2
