Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : ANGAMOS
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,YAQUERANA
Latitud :,5°8'59.44'',Longitud :,72°52'37.54'',Altitud :,101 msnm.
Tipo :,CO - Meteorológica,Código :,105078
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-10-01,S/D,23,92.8,8.5
2025-10-02,S/D,23.1,93.3,0.0
2025-10-03,S/D,23.4,95.1,4.5
2025-10-04,S/D,22.2,90.6,0.0
2025-10-05,S/D,21.2,91.1,11.7
2025-10-06,S/D,23,95.8,1.2
2025-10-07,S/D,23.2,88.9,0.0
2025-10-08,S/D,23.1,91.7,70.5
2025-10-09,S/D,23,96.6,8.9
2025-10-10,S/D,22,93.2,0.0
2025-10-11,S/D,23,95.0,0.0
2025-10-12,S/D,23.2,92.1,17.2
2025-10-13,S/D,22.8,95.4,0.0
2025-10-14,S/D,23.2,90.8,2.5
2025-10-15,S/D,23,92.4,9.3
2025-10-16,S/D,23.2,90.6,0.0
2025-10-17,S/D,23.4,95.9,33.1
2025-10-18,S/D,23,95.3,0.0
2025-10-19,S/D,22,93.2,4.2
2025-10-20,S/D,23,95.1,0.0
2025-10-21,S/D,23.1,95.6,3.3
2025-10-22,S/D,24,95.4,11.3
2025-10-23,S/D,23.2,92.3,1.4
2025-10-24,S/D,23.6,92.4,0.0
2025-10-25,S/D,23.9,94.6,0.0
2025-10-26,S/D,24,90.7,6.5
2025-10-27,S/D,23.9,94.7,3.4
2025-10-28,S/D,24,94.5,24.7
2025-10-29,S/D,22.8,97.7,38.7
2025-10-30,S/D,22.5,95.3,8.4
2025-10-31,S/D,22.4,94.7,0.0
