Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : ANGAMOS
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,YAQUERANA
Latitud :,5°8'59.44'',Longitud :,72°52'37.54'',Altitud :,101 msnm.
Tipo :,CO - Meteorológica,Código :,105078
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-09-01,S/D,22.5,93.9,0.0
2025-09-02,S/D,21,92.2,27.9
2025-09-03,S/D,22.5,91.9,0.0
2025-09-04,S/D,22,90.4,3.2
2025-09-05,S/D,21,89.7,46.3
2025-09-06,S/D,22,96.1,8.5
2025-09-07,S/D,22.2,93.8,2.2
2025-09-08,S/D,21,95.3,0.0
2025-09-09,S/D,22,93.1,10.7
2025-09-10,S/D,23,94.7,40.5
2025-09-11,S/D,22.2,91.8,12.2
2025-09-12,S/D,21.2,92.4,19.9
2025-09-13,S/D,22,88.8,0.0
2025-09-14,S/D,21.2,90.5,2.2
2025-09-15,S/D,23,90.5,0.0
2025-09-16,S/D,23.5,92.3,3.5
2025-09-17,S/D,23,93.6,0.0
2025-09-18,S/D,23.2,90.4,0.0
2025-09-19,S/D,23.5,94.3,0.0
2025-09-20,S/D,23.2,92.7,0.0
2025-09-21,S/D,23,96.0,14.2
2025-09-22,S/D,21,89.6,8.9
2025-09-23,S/D,23,90.5,15.2
2025-09-24,S/D,22.2,95.9,8.5
2025-09-25,S/D,22.5,97.1,0.0
2025-09-26,S/D,23,93.7,0.0
2025-09-27,S/D,21.2,94.2,0.0
2025-09-28,S/D,21,90.8,2.2
2025-09-29,S/D,23,96.5,0.0
2025-09-30,S/D,22.4,90.5,0.0
