Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : ANGAMOS
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,YAQUERANA
Latitud :,5°8'59.44'',Longitud :,72°52'37.54'',Altitud :,101 msnm.
Tipo :,CO - Meteorológica,Código :,105078
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-02-01,S/D,24,90.6,0.0
2025-02-02,S/D,23.2,93.1,0.0
2025-02-03,S/D,23,91.0,33.3
2025-02-04,S/D,22.5,97.4,5.5
2025-02-05,S/D,23,94.9,20.7
2025-02-06,S/D,23.2,S/D,0.0
2025-02-07,S/D,23.5,S/D,0.0
2025-02-08,S/D,23.6,91.3,0.0
2025-02-09,S/D,23.5,91.3,0.0
2025-02-10,S/D,23,95.6,18.8
2025-02-11,S/D,22.5,95.1,9.5
2025-02-12,S/D,23.2,95.9,17.7
2025-02-13,S/D,22,98.4,88.0
2025-02-14,S/D,23,92.4,0.0
2025-02-15,S/D,24,88.1,0.0
2025-02-16,S/D,24.1,88.8,5.9
2025-02-17,S/D,22.5,97.7,2.7
2025-02-18,S/D,23.2,95.3,0.0
2025-02-19,S/D,23.4,95.7,0.0
2025-02-20,S/D,23.8,90.1,4.6
2025-02-21,S/D,23.5,96.2,12.6
2025-02-22,S/D,23,97.6,0.0
2025-02-23,S/D,24,94.0,10.6
2025-02-24,S/D,23,94.0,0.0
2025-02-25,S/D,23.5,95.0,12.2
2025-02-26,S/D,23,90.0,6.8
2025-02-27,S/D,23.3,90.3,0.0
2025-02-28,S/D,24,95.4,12.5
