Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : ANGAMOS
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,YAQUERANA
Latitud :,5°8'59.44'',Longitud :,72°52'37.54'',Altitud :,101 msnm.
Tipo :,CO - Meteorológica,Código :,105078
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2025-05-01,S/D,23.1,94.9,69.4
2025-05-02,S/D,23.4,95.8,67.1
2025-05-03,S/D,23.1,89.7,42.2
2025-05-04,S/D,23,93.6,0.0
2025-05-05,S/D,23,94.0,4.5
2025-05-06,S/D,23.1,91.8,0.0
2025-05-07,S/D,22.4,91.2,3.2
2025-05-08,S/D,22.2,S/D,0.0
2025-05-09,S/D,23.4,92.3,10.2
2025-05-10,S/D,23.6,91.5,3.5
2025-05-11,S/D,23.4,96.7,11.9
2025-05-12,S/D,23,95.8,0.0
2025-05-13,S/D,23.8,95.2,0.0
2025-05-14,S/D,23.5,92.8,6.2
2025-05-15,S/D,23,91.8,0.0
2025-05-16,S/D,24,96.1,7.5
2025-05-17,S/D,23.8,95.1,0.0
2025-05-18,S/D,23.4,92.3,8.5
2025-05-19,S/D,24,91.8,20.2
2025-05-20,S/D,23.8,91.1,0.0
2025-05-21,S/D,24,90.3,1.2
2025-05-22,S/D,23,93.8,0.0
2025-05-23,S/D,23.2,96.6,7.2
2025-05-24,S/D,23.2,92.2,5.4
2025-05-25,S/D,23.1,95.9,0.0
2025-05-26,S/D,23,92.5,6.3
2025-05-27,S/D,23.4,96.0,0.0
2025-05-28,S/D,23.2,93.7,3.2
2025-05-29,S/D,23,95.7,20.3
2025-05-30,S/D,19.6,96.6,0.0
2025-05-31,S/D,20,95.6,0.0
