Estación : BILINGURSTH
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°33'38.97'',Longitud :,69°11'22.15'',Altitud :,198 msnm.
Tipo :,EHMA - Hidrológica,Código :,260700
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2024/12/01,00:00,9.48,0.0
2024/12/01,01:00,9.51,0.0
2024/12/01,02:00,9.52,0.0
2024/12/01,03:00,9.53,0.0
2024/12/01,04:00,9.57,0.0
2024/12/01,05:00,9.58,0.0
2024/12/01,06:00,9.60,0.0
2024/12/01,07:00,9.60,0.0
2024/12/01,08:00,9.60,0.0
2024/12/01,09:00,9.60,0.0
2024/12/01,10:00,9.60,0.0
2024/12/01,11:00,9.59,0.0
2024/12/01,12:00,9.59,0.0
2024/12/01,13:00,9.58,0.0
2024/12/01,14:00,9.56,0.0
2024/12/01,15:00,9.56,0.0
2024/12/01,16:00,9.52,0.0
2024/12/01,17:00,9.52,0.0
2024/12/01,18:00,9.51,0.0
2024/12/01,19:00,9.49,0.0
2024/12/01,20:00,9.47,0.0
2024/12/01,21:00,9.46,0.0
2024/12/01,22:00,9.44,0.0
2024/12/01,23:00,9.42,0.0
2024/12/02,00:00,9.41,0.0
2024/12/02,01:00,9.41,0.0
2024/12/02,02:00,9.40,0.0
2024/12/02,03:00,9.41,0.0
2024/12/02,04:00,9.39,0.0
2024/12/02,05:00,9.39,0.0
2024/12/02,06:00,9.36,0.0
2024/12/02,07:00,9.35,0.0
2024/12/02,08:00,9.32,0.0
2024/12/02,09:00,9.30,0.0
2024/12/02,10:00,9.27,0.0
2024/12/02,11:00,9.24,0.0
2024/12/02,12:00,9.21,0.0
2024/12/02,13:00,9.19,0.4
2024/12/02,14:00,9.16,0.0
2024/12/02,15:00,9.13,0.0
2024/12/02,16:00,9.11,0.0
2024/12/02,17:00,9.09,0.0
2024/12/02,18:00,9.08,0.0
2024/12/02,19:00,9.06,0.0
