Estación : BILINGURSTH
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°33'38.97'',Longitud :,69°11'22.15'',Altitud :,198 msnm.
Tipo :,EHMA - Hidrológica,Código :,260700
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/10/01,00:00,5.61,0.0
2025/10/01,01:00,5.60,0.0
2025/10/01,02:00,5.60,0.0
2025/10/01,03:00,5.59,0.0
2025/10/01,04:00,5.58,0.0
2025/10/01,05:00,5.58,0.0
2025/10/01,06:00,5.58,0.0
2025/10/01,07:00,5.57,0.0
2025/10/01,08:00,5.57,0.0
2025/10/01,09:00,5.56,0.0
2025/10/01,10:00,5.56,0.0
2025/10/01,11:00,5.56,0.0
2025/10/01,12:00,5.56,0.0
2025/10/01,13:00,5.55,0.0
2025/10/01,14:00,5.55,0.0
2025/10/01,15:00,5.54,0.0
2025/10/01,16:00,5.55,0.0
2025/10/01,17:00,5.56,0.0
2025/10/01,18:00,5.55,0.0
2025/10/01,19:00,5.56,0.0
2025/10/01,20:00,5.54,0.0
2025/10/01,21:00,5.55,0.0
2025/10/01,22:00,5.53,0.0
2025/10/01,23:00,5.53,0.0
2025/10/02,00:00,5.54,0.0
2025/10/02,01:00,5.52,0.0
2025/10/02,02:00,5.53,0.0
2025/10/02,03:00,5.52,0.0
2025/10/02,04:00,5.51,0.0
2025/10/02,05:00,5.51,0.0
2025/10/02,06:00,5.51,0.0
2025/10/02,07:00,5.50,0.0
2025/10/02,08:00,5.50,0.4
2025/10/02,09:00,5.49,0.8
2025/10/02,10:00,5.49,0.0
2025/10/02,11:00,5.49,0.0
2025/10/02,12:00,5.48,0.0
2025/10/02,13:00,5.48,0.0
2025/10/02,14:00,5.48,0.0
2025/10/02,15:00,5.49,0.0
2025/10/02,16:00,5.48,0.0
2025/10/02,17:00,5.49,0.0
2025/10/02,18:00,5.49,0.0
2025/10/02,19:00,5.49,0.0
2025/10/02,20:00,5.51,0.0
2025/10/02,21:00,5.52,0.0
2025/10/02,22:00,5.53,0.0
2025/10/02,23:00,5.54,0.0
2025/10/03,00:00,5.55,0.0
2025/10/03,01:00,5.55,0.0
2025/10/03,02:00,5.57,0.0
2025/10/03,03:00,5.59,0.0
2025/10/03,04:00,5.61,0.0
2025/10/03,05:00,5.62,0.0
2025/10/03,06:00,5.64,0.0
2025/10/03,07:00,5.66,0.0
2025/10/03,08:00,5.69,0.0
2025/10/03,09:00,5.71,0.0
2025/10/03,10:00,5.74,0.0
2025/10/03,11:00,5.76,0.0
2025/10/03,12:00,5.80,0.0
2025/10/03,13:00,5.85,0.0
2025/10/03,14:00,5.91,0.0
2025/10/03,15:00,5.98,0.0
2025/10/03,16:00,6.06,0.0
2025/10/03,17:00,6.17,0.0
2025/10/03,18:00,6.34,0.0
2025/10/03,19:00,6.55,0.0
2025/10/03,20:00,6.74,0.0
2025/10/03,21:00,6.92,0.0
2025/10/03,22:00,7.09,0.0
2025/10/03,23:00,7.24,0.0
2025/10/04,00:00,7.37,0.0
2025/10/04,01:00,7.49,0.0
2025/10/04,02:00,7.59,0.0
2025/10/04,03:00,7.68,0.0
2025/10/04,04:00,7.75,0.0
2025/10/04,05:00,7.80,0.0
2025/10/04,06:00,7.86,0.0
2025/10/04,07:00,7.89,0.0
2025/10/04,08:00,7.92,0.0
2025/10/04,09:00,7.95,0.0
2025/10/04,10:00,7.96,0.0
2025/10/04,11:00,7.98,0.0
2025/10/04,12:00,7.97,0.0
2025/10/04,13:00,7.97,0.0
2025/10/04,14:00,7.98,0.0
2025/10/04,15:00,7.96,0.0
2025/10/04,16:00,7.96,0.0
2025/10/04,17:00,7.96,0.0
2025/10/04,18:00,7.95,0.0
2025/10/04,19:00,7.95,0.0
2025/10/04,20:00,7.94,0.0
2025/10/04,21:00,7.95,0.0
2025/10/04,22:00,7.95,0.0
2025/10/04,23:00,7.94,0.0
2025/10/05,00:00,7.94,0.0
2025/10/05,01:00,7.94,0.0
2025/10/05,02:00,7.94,0.0
2025/10/05,03:00,7.94,0.0
2025/10/05,04:00,7.94,0.0
2025/10/05,05:00,7.93,0.0
2025/10/05,06:00,7.93,0.0
2025/10/05,07:00,7.93,0.0
2025/10/05,08:00,7.92,0.0
2025/10/05,09:00,7.90,0.0
2025/10/05,10:00,7.88,0.0
2025/10/05,11:00,7.87,0.0
2025/10/05,12:00,7.85,0.0
2025/10/05,13:00,7.84,0.2
2025/10/05,14:00,7.81,0.0
2025/10/05,15:00,7.78,0.0
2025/10/05,16:00,7.76,0.0
2025/10/05,17:00,7.73,0.0
2025/10/05,18:00,7.70,0.0
2025/10/05,19:00,7.67
