Estación : BILINGURSTH
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°33'38.97'',Longitud :,69°11'22.15'',Altitud :,198 msnm.
Tipo :,EHMA - Hidrológica,Código :,260700
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/12/01,00:00,9.25,0.0
2025/12/01,01:00,9.22,0.0
2025/12/01,02:00,9.19,0.0
2025/12/01,03:00,9.17,0.0
2025/12/01,04:00,9.15,0.0
2025/12/01,05:00,9.13,0.0
2025/12/01,06:00,9.10,0.0
2025/12/01,07:00,9.08,0.0
2025/12/01,08:00,9.07,0.0
2025/12/01,09:00,9.07,0.0
2025/12/01,10:00,9.06,0.0
2025/12/01,11:00,9.05,0.0
2025/12/01,12:00,9.06,0.0
2025/12/01,13:00,9.07,0.0
2025/12/01,14:00,9.08,0.0
2025/12/01,15:00,9.09,0.0
2025/12/01,16:00,9.10,0.0
2025/12/01,17:00,9.11,0.0
2025/12/01,18:00,9.11,0.0
2025/12/01,19:00,9.13,0.0
2025/12/01,20:00,9.14,0.0
2025/12/01,21:00,9.15,0.0
2025/12/01,22:00,9.15,0.0
2025/12/01,23:00,9.15,0.0
2025/12/02,00:00,9.15,0.0
2025/12/02,01:00,9.15,1.4
2025/12/02,02:00,9.14,0.7
2025/12/02,03:00,9.14,0.0
2025/12/02,04:00,9.14,0.0
2025/12/02,05:00,9.14,0.0
2025/12/02,06:00,9.14,0.0
2025/12/02,07:00,9.14,0.0
2025/12/02,08:00,9.15,0.0
2025/12/02,09:00,9.15,0.0
2025/12/02,10:00,9.14,0.0
2025/12/02,11:00,9.13,0.0
2025/12/02,12:00,9.15,30.7
2025/12/02,13:00,9.15,0.4
2025/12/02,14:00,9.15,0.2
2025/12/02,15:00,9.14,0.2
2025/12/02,16:00,9.11,0.0
2025/12/02,17:00,9.10,0.0
2025/12/02,18:00,9.09,0.0
2025/12/02,19:00,9.08,0.0
2025/12/02,20:00,9.07,0.0
2025/12/02,21:00,9.06,0.0
2025/12/02,22:00,9.06,0.0
2025/12/02,23:00,9.08,0.0
2025/12/03,00:00,9.09,0.0
2025/12/03,01:00,9.11,0.0
2025/12/03,02:00,9.17,0.0
