Estación : BILINGURSTH
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°33'38.97'',Longitud :,69°11'22.15'',Altitud :,198 msnm.
Tipo :,EHMA - Hidrológica,Código :,260700
AÑO / MES / DÍA,HORA,NIVEL DEL RIO (m),PRECIPITACIÓN (mm/hora)
2025/07/01,00:00,7.77,0.0
2025/07/01,01:00,7.79,0.0
2025/07/01,02:00,7.83,0.0
2025/07/01,03:00,7.89,0.0
2025/07/01,04:00,7.98,0.0
2025/07/01,05:00,8.09,0.0
2025/07/01,06:00,8.19,0.0
2025/07/01,07:00,8.30,0.0
2025/07/01,08:00,8.42,0.0
2025/07/01,09:00,8.51,0.0
2025/07/01,10:00,8.60,0.0
2025/07/01,11:00,8.68,0.0
2025/07/01,12:00,8.75,0.0
2025/07/01,13:00,8.81,0.0
2025/07/01,14:00,8.88,0.0
2025/07/01,15:00,8.93,0.0
2025/07/01,16:00,8.97,0.0
2025/07/01,17:00,9.02,0.0
2025/07/01,18:00,9.06,0.0
2025/07/01,19:00,9.10,0.0
2025/07/01,20:00,9.13,0.0
2025/07/01,21:00,9.16,0.0
2025/07/01,22:00,9.19,0.0
2025/07/01,23:00,9.21,0.0
2025/07/02,00:00,9.23,0.0
2025/07/02,01:00,9.26,0.0
2025/07/02,02:00,9.27,0.0
2025/07/02,03:00,9.28,0.0
2025/07/02,04:00,9.31,0.0
2025/07/02,05:00,9.32,0.0
2025/07/02,06:00,9.33,0.0
2025/07/02,07:00,9.34,0.0
2025/07/02,08:00,9.35,0.0
2025/07/02,09:00,9.35,0.0
2025/07/02,10:00,9.35,0.0
2025/07/02,11:00,9.36,0.0
2025/07/02,12:00,9.35,0.0
2025/07/02,13:00,9.34,0.0
2025/07/02,14:00,9.34,0.0
2025/07/02,15:00,9.34,0.0
2025/07/02,16:00,9.33,0.0
2025/07/02,17:00,9.33,0.0
2025/07/02,18:00,9.32,0.0
2025/07/02,19:00,9.31,0.0
2025/07/02,20:00,9.31,0.0
2025/07/02,21:00,9.30,0.0
2025/07/02,22:00,9.28,0.0
2025/07/02,23:00,9.27,0.0
2025/07/03,00:00,9.27,0.0
2025/07/03,01:00,9.25,0.0
2025/07/03,02:00,9.24,0.0
