Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CLOTILDE
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
Latitud :,2°29'15.3'',Longitud :,73°40'45.1'',Altitud :,118 msnm.
Tipo :,CO - Meteorológica,Código :,102009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-08-01,33,S/D,S/D,0.0
2020-08-02,34.2,S/D,S/D,0.0
2020-08-03,35.2,S/D,S/D,0.0
2020-08-04,32.2,S/D,S/D,23.5
2020-08-05,33.2,S/D,S/D,0.0
2020-08-06,32,S/D,S/D,0.0
2020-08-07,28.5,S/D,S/D,11.5
2020-08-08,31.2,S/D,S/D,1.0
2020-08-09,32,S/D,S/D,1.8
2020-08-10,32,S/D,S/D,0.0
2020-08-11,34,S/D,S/D,2.0
2020-08-12,33.2,S/D,S/D,0.0
2020-08-13,31.2,S/D,S/D,3.7
2020-08-14,32,S/D,S/D,2.3
2020-08-15,34,S/D,S/D,1.5
2020-08-16,34.2,S/D,S/D,0.0
2020-08-17,35,S/D,S/D,0.0
2020-08-18,36.2,S/D,S/D,0.0
2020-08-19,36.2,S/D,S/D,2.2
2020-08-20,36,S/D,S/D,10.0
2020-08-21,30.2,S/D,S/D,7.4
2020-08-22,21,S/D,S/D,0.0
2020-08-23,24.2,S/D,S/D,0.0
2020-08-24,29,S/D,S/D,0.0
2020-08-25,32,S/D,S/D,0.0
2020-08-26,34.2,S/D,S/D,0.0
2020-08-27,36.2,S/D,S/D,25.0
2020-08-28,30,S/D,S/D,0.0
2020-08-29,35,S/D,S/D,0.0
2020-08-30,35.2,S/D,S/D,2.6
2020-08-31,35.2,S/D,S/D,8.8
