Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CLOTILDE
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
Latitud :,2°29'15.3'',Longitud :,73°40'45.1'',Altitud :,118 msnm.
Tipo :,CO - Meteorológica,Código :,102009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-06-01,S/D,20,S/D,0.0
2024-06-02,30,21.2,84.9,0.0
2024-06-03,S/D,24,S/D,43.4
2024-06-04,28.2,23.8,91.5,12.6
2024-06-05,29,23.2,90.2,47.7
2024-06-06,28,23.4,94.0,7.5
2024-06-07,S/D,23.8,S/D,52.9
2024-06-08,S/D,24,S/D,9.3
2024-06-09,S/D,22.6,S/D,0.0
2024-06-10,S/D,23.2,S/D,80.0
2024-06-11,S/D,24.2,S/D,0.0
2024-06-12,S/D,23.8,S/D,12.8
2024-06-13,S/D,23.2,S/D,0.0
2024-06-14,S/D,24.2,S/D,0.0
2024-06-15,30.2,24.6,86.1,36.6
2024-06-16,29,24,93.3,9.4
2024-06-17,S/D,22.8,S/D,0.0
2024-06-18,S/D,24.2,S/D,0.0
2024-06-19,32,24.6,91.0,44.7
2024-06-20,28,24,94.9,2.6
2024-06-21,S/D,23.6,S/D,12.5
2024-06-22,S/D,23.8,S/D,0.0
2024-06-23,S/D,24.2,S/D,0.0
2024-06-24,31.2,24.8,86.8,3.0
2024-06-25,S/D,24.2,S/D,12.2
2024-06-26,S/D,23.6,S/D,35.4
2024-06-27,S/D,23.4,S/D,0.0
2024-06-28,S/D,24.2,S/D,0.0
2024-06-29,S/D,24,S/D,0.5
2024-06-30,S/D,23.8,S/D,0.0
