Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CLOTILDE
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
Latitud :,2°29'15.3'',Longitud :,73°40'45.1'',Altitud :,118 msnm.
Tipo :,CO - Meteorológica,Código :,102009
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-09-01,31,S/D,S/D,10.0
2020-09-02,33,S/D,S/D,0.0
2020-09-03,34,S/D,S/D,8.6
2020-09-04,34,S/D,S/D,0.0
2020-09-05,33.2,S/D,S/D,7.0
2020-09-06,35.2,S/D,S/D,6.4
2020-09-07,37,S/D,S/D,25.5
2020-09-08,35.2,S/D,S/D,0.0
2020-09-09,33.2,S/D,S/D,0.0
2020-09-10,33,S/D,S/D,2.3
2020-09-11,33.2,S/D,S/D,2.7
2020-09-12,35.2,S/D,S/D,0.0
2020-09-13,36.2,S/D,S/D,0.0
2020-09-14,36,S/D,S/D,4.6
2020-09-15,33.2,S/D,S/D,64.4
2020-09-16,34.2,S/D,S/D,0.0
2020-09-17,35,S/D,S/D,0.0
2020-09-18,35.2,S/D,S/D,1.3
2020-09-19,34,S/D,S/D,3.3
2020-09-20,33,S/D,S/D,1.4
2020-09-21,36.2,S/D,S/D,0.0
2020-09-22,35,S/D,S/D,16.3
2020-09-23,29.2,S/D,S/D,19.7
2020-09-24,27.2,S/D,S/D,0.0
2020-09-25,34,S/D,S/D,0.0
2020-09-26,33.2,S/D,S/D,0.0
2020-09-27,34.2,S/D,S/D,0.0
2020-09-28,35.2,S/D,S/D,19.5
2020-09-29,32,S/D,S/D,0.0
2020-09-30,31.2,S/D,S/D,22.5
