Estación : PUERTO MALDONADO
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,TAMBOPATA
Latitud :,12°35'14.28'',Longitud :,69°12'31.68'',Altitud :,209 msnm.
Tipo :,EMA - Meteorológica,Código :,112279
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2025/06/01,00:00,20.6,0.0,91,2.5,0.2
2025/06/01,01:00,20.5,0.0,94,1,0.6
2025/06/01,02:00,20.6,0.0,93,1.3,0.1
2025/06/01,03:00,20.7,0.0,91,9.8,0.5
2025/06/01,04:00,21.0,0.0,86,9.1,1.3
2025/06/01,05:00,20.8,0.0,86,9.3,1.2
2025/06/01,06:00,20.8,0.0,85,13.5,0.8
2025/06/01,07:00,20.6,0.0,85,15.7,1.0
2025/06/01,08:00,21.0,0.0,84,16.1,1.4
2025/06/01,09:00,21.8,
